"Label","M152, 2D-AR trawl sel","M146, pre-STAR base"
"CA_TWL_ARDEV_y2005_Lbin16",-0.00288159,NA
"CA_TWL_ARDEV_y2005_Lbin17",-0.00358541,NA
"CA_TWL_ARDEV_y2005_Lbin18",-0.00669338,NA
"CA_TWL_ARDEV_y2005_Lbin19",-0.00966325,NA
"CA_TWL_ARDEV_y2005_Lbin20",-0.0164341,NA
"CA_TWL_ARDEV_y2005_Lbin21",-0.029756,NA
"CA_TWL_ARDEV_y2005_Lbin22",0.0274206,NA
"CA_TWL_ARDEV_y2005_Lbin23",0.0481591,NA
"CA_TWL_ARDEV_y2005_Lbin24",0.0681172,NA
"CA_TWL_ARDEV_y2005_Lbin25",0.0823199,NA
"CA_TWL_ARDEV_y2005_Lbin26",-0.135352,NA
"CA_TWL_ARDEV_y2005_Lbin27",-0.162852,NA
"CA_TWL_ARDEV_y2005_Lbin28",-0.254371,NA
"CA_TWL_ARDEV_y2005_Lbin29",-0.267638,NA
"CA_TWL_ARDEV_y2005_Lbin30",-0.171924,NA
"CA_TWL_ARDEV_y2005_Lbin31",-0.156434,NA
"CA_TWL_ARDEV_y2005_Lbin32",0.31205,NA
"CA_TWL_ARDEV_y2005_Lbin33",0.23554,NA
"CA_TWL_ARDEV_y2005_Lbin34",0.222983,NA
"CA_TWL_ARDEV_y2005_Lbin35",0.136975,NA
"CA_TWL_ARDEV_y2005_Lbin36",0.0102242,NA
"CA_TWL_ARDEV_y2005_Lbin37",0.00827354,NA
"CA_TWL_ARDEV_y2005_Lbin38",0.0362455,NA
"CA_TWL_ARDEV_y2006_Lbin10",-4.98696e-05,NA
"CA_TWL_ARDEV_y2006_Lbin11",-6.5803e-05,NA
"CA_TWL_ARDEV_y2006_Lbin12",-0.00012817,NA
"CA_TWL_ARDEV_y2006_Lbin13",-0.000312254,NA
"CA_TWL_ARDEV_y2006_Lbin14",-0.00074854,NA
"CA_TWL_ARDEV_y2006_Lbin15",-0.00160252,NA
"CA_TWL_ARDEV_y2006_Lbin16",-0.00323816,NA
"CA_TWL_ARDEV_y2006_Lbin17",-0.00629213,NA
"CA_TWL_ARDEV_y2006_Lbin18",-0.0116158,NA
"CA_TWL_ARDEV_y2006_Lbin19",-0.0198121,NA
"CA_TWL_ARDEV_y2006_Lbin20",-0.031135,NA
"CA_TWL_ARDEV_y2006_Lbin21",-0.0463,NA
"CA_TWL_ARDEV_y2006_Lbin22",-0.0676445,NA
"CA_TWL_ARDEV_y2006_Lbin23",-0.0985391,NA
"CA_TWL_ARDEV_y2006_Lbin24",-0.125719,NA
"CA_TWL_ARDEV_y2006_Lbin25",-0.167542,NA
"CA_TWL_ARDEV_y2006_Lbin26",-0.134658,NA
"CA_TWL_ARDEV_y2006_Lbin27",-0.164056,NA
"CA_TWL_ARDEV_y2006_Lbin28",-0.127785,NA
"CA_TWL_ARDEV_y2006_Lbin29",-0.177255,NA
"CA_TWL_ARDEV_y2006_Lbin30",-0.240776,NA
"CA_TWL_ARDEV_y2006_Lbin31",-0.263843,NA
"CA_TWL_ARDEV_y2006_Lbin32",-0.167987,NA
"CA_TWL_ARDEV_y2006_Lbin33",-0.153979,NA
"CA_TWL_ARDEV_y2006_Lbin34",0.20614,NA
"CA_TWL_ARDEV_y2006_Lbin35",0.16166,NA
"CA_TWL_ARDEV_y2006_Lbin36",0.299548,NA
"CA_TWL_ARDEV_y2006_Lbin37",0.199654,NA
"CA_TWL_ARDEV_y2006_Lbin38",0.611853,NA
"CA_TWL_ARDEV_y2007_Lbin10",0.0006834,NA
"CA_TWL_ARDEV_y2007_Lbin11",0.000727393,NA
"CA_TWL_ARDEV_y2007_Lbin12",0.000557864,NA
"CA_TWL_ARDEV_y2007_Lbin13",0.00113001,NA
"CA_TWL_ARDEV_y2007_Lbin14",-0.000191933,NA
"CA_TWL_ARDEV_y2007_Lbin15",-0.000397743,NA
"CA_TWL_ARDEV_y2007_Lbin16",-0.00124123,NA
"CA_TWL_ARDEV_y2007_Lbin17",-0.00259267,NA
"CA_TWL_ARDEV_y2007_Lbin18",-0.00557089,NA
"CA_TWL_ARDEV_y2007_Lbin19",-0.011658,NA
"CA_TWL_ARDEV_y2007_Lbin20",-0.0229718,NA
"CA_TWL_ARDEV_y2007_Lbin21",-0.042059,NA
"CA_TWL_ARDEV_y2007_Lbin22",-0.0665185,NA
"CA_TWL_ARDEV_y2007_Lbin23",-0.103497,NA
"CA_TWL_ARDEV_y2007_Lbin24",-0.148608,NA
"CA_TWL_ARDEV_y2007_Lbin25",-0.193917,NA
"CA_TWL_ARDEV_y2007_Lbin26",-0.169668,NA
"CA_TWL_ARDEV_y2007_Lbin27",-0.186713,NA
"CA_TWL_ARDEV_y2007_Lbin28",-0.103808,NA
"CA_TWL_ARDEV_y2007_Lbin29",-0.128484,NA
"CA_TWL_ARDEV_y2007_Lbin30",0.0462659,NA
"CA_TWL_ARDEV_y2007_Lbin31",-0.110908,NA
"CA_TWL_ARDEV_y2007_Lbin32",-0.136347,NA
"CA_TWL_ARDEV_y2007_Lbin33",-0.16801,NA
"CA_TWL_ARDEV_y2007_Lbin34",0.246945,NA
"CA_TWL_ARDEV_y2007_Lbin35",0.00661927,NA
"CA_TWL_ARDEV_y2007_Lbin36",0.922248,NA
"CA_TWL_ARDEV_y2007_Lbin37",0.0712272,NA
"CA_TWL_ARDEV_y2007_Lbin38",0.38409,NA
"CA_TWL_ARDEV_y2008_Lbin10",-0.000408629,NA
"CA_TWL_ARDEV_y2008_Lbin11",-0.000362939,NA
"CA_TWL_ARDEV_y2008_Lbin12",-0.000259583,NA
"CA_TWL_ARDEV_y2008_Lbin13",-0.000259828,NA
"CA_TWL_ARDEV_y2008_Lbin14",-0.000442852,NA
"CA_TWL_ARDEV_y2008_Lbin15",-0.000791878,NA
"CA_TWL_ARDEV_y2008_Lbin16",-0.00135071,NA
"CA_TWL_ARDEV_y2008_Lbin17",-0.00237178,NA
"CA_TWL_ARDEV_y2008_Lbin18",-0.00226434,NA
"CA_TWL_ARDEV_y2008_Lbin19",-0.00487299,NA
"CA_TWL_ARDEV_y2008_Lbin20",-0.0163627,NA
"CA_TWL_ARDEV_y2008_Lbin21",-0.0338022,NA
"CA_TWL_ARDEV_y2008_Lbin22",-0.0469231,NA
"CA_TWL_ARDEV_y2008_Lbin23",-0.0829605,NA
"CA_TWL_ARDEV_y2008_Lbin24",-0.161444,NA
"CA_TWL_ARDEV_y2008_Lbin25",-0.224952,NA
"CA_TWL_ARDEV_y2008_Lbin26",-0.162303,NA
"CA_TWL_ARDEV_y2008_Lbin27",-0.181705,NA
"CA_TWL_ARDEV_y2008_Lbin28",-0.213265,NA
"CA_TWL_ARDEV_y2008_Lbin29",-0.214139,NA
"CA_TWL_ARDEV_y2008_Lbin30",-0.224712,NA
"CA_TWL_ARDEV_y2008_Lbin31",-0.19744,NA
"CA_TWL_ARDEV_y2008_Lbin32",-0.189299,NA
"CA_TWL_ARDEV_y2008_Lbin33",-0.19676,NA
"CA_TWL_ARDEV_y2008_Lbin34",0.0369397,NA
"CA_TWL_ARDEV_y2008_Lbin35",0.0224121,NA
"CA_TWL_ARDEV_y2008_Lbin36",0.638619,NA
"CA_TWL_ARDEV_y2008_Lbin37",0.394409,NA
"CA_TWL_ARDEV_y2008_Lbin38",0.44397,NA
"CA_TWL_ARDEV_y2009_Lbin10",-0.000512732,NA
"CA_TWL_ARDEV_y2009_Lbin11",-0.000521401,NA
"CA_TWL_ARDEV_y2009_Lbin12",-0.000599387,NA
"CA_TWL_ARDEV_y2009_Lbin13",-0.00105894,NA
"CA_TWL_ARDEV_y2009_Lbin14",-0.00207371,NA
"CA_TWL_ARDEV_y2009_Lbin15",-0.00342556,NA
"CA_TWL_ARDEV_y2009_Lbin16",-0.0046395,NA
"CA_TWL_ARDEV_y2009_Lbin17",-0.00539052,NA
"CA_TWL_ARDEV_y2009_Lbin18",-0.00614528,NA
"CA_TWL_ARDEV_y2009_Lbin19",-0.00840034,NA
"CA_TWL_ARDEV_y2009_Lbin20",-0.00943114,NA
"CA_TWL_ARDEV_y2009_Lbin21",-0.018072,NA
"CA_TWL_ARDEV_y2009_Lbin22",-0.0325711,NA
"CA_TWL_ARDEV_y2009_Lbin23",-0.0607368,NA
"CA_TWL_ARDEV_y2009_Lbin24",0.00213257,NA
"CA_TWL_ARDEV_y2009_Lbin25",0.00845499,NA
"CA_TWL_ARDEV_y2009_Lbin26",0.0983448,NA
"CA_TWL_ARDEV_y2009_Lbin27",0.236293,NA
"CA_TWL_ARDEV_y2009_Lbin28",-0.0743945,NA
"CA_TWL_ARDEV_y2009_Lbin29",0.00411704,NA
"CA_TWL_ARDEV_y2009_Lbin30",-0.0988209,NA
"CA_TWL_ARDEV_y2009_Lbin31",-0.0485251,NA
"CA_TWL_ARDEV_y2009_Lbin32",-0.162402,NA
"CA_TWL_ARDEV_y2009_Lbin33",-0.155854,NA
"CA_TWL_ARDEV_y2009_Lbin34",-0.138492,NA
"CA_TWL_ARDEV_y2009_Lbin35",-0.145682,NA
"CA_TWL_ARDEV_y2009_Lbin36",0.180884,NA
"CA_TWL_ARDEV_y2009_Lbin37",0.174845,NA
"CA_TWL_ARDEV_y2009_Lbin38",0.269678,NA
"CA_TWL_ARDEV_y2010_Lbin10",-0.00182701,NA
"CA_TWL_ARDEV_y2010_Lbin11",-0.00164193,NA
"CA_TWL_ARDEV_y2010_Lbin12",-0.00124828,NA
"CA_TWL_ARDEV_y2010_Lbin13",-0.00137988,NA
"CA_TWL_ARDEV_y2010_Lbin14",-0.0023793,NA
"CA_TWL_ARDEV_y2010_Lbin15",-0.004067,NA
"CA_TWL_ARDEV_y2010_Lbin16",-0.00611545,NA
"CA_TWL_ARDEV_y2010_Lbin17",-0.00849555,NA
"CA_TWL_ARDEV_y2010_Lbin18",-0.0118269,NA
"CA_TWL_ARDEV_y2010_Lbin19",-0.0170057,NA
"CA_TWL_ARDEV_y2010_Lbin20",-0.0246273,NA
"CA_TWL_ARDEV_y2010_Lbin21",-0.0362711,NA
"CA_TWL_ARDEV_y2010_Lbin22",-0.0517025,NA
"CA_TWL_ARDEV_y2010_Lbin23",-0.0819117,NA
"CA_TWL_ARDEV_y2010_Lbin24",-0.0818841,NA
"CA_TWL_ARDEV_y2010_Lbin25",-0.125723,NA
"CA_TWL_ARDEV_y2010_Lbin26",-0.118898,NA
"CA_TWL_ARDEV_y2010_Lbin27",-0.136324,NA
"CA_TWL_ARDEV_y2010_Lbin28",-0.136832,NA
"CA_TWL_ARDEV_y2010_Lbin29",-0.106808,NA
"CA_TWL_ARDEV_y2010_Lbin30",-0.0718232,NA
"CA_TWL_ARDEV_y2010_Lbin31",-0.0457993,NA
"CA_TWL_ARDEV_y2010_Lbin32",-0.153174,NA
"CA_TWL_ARDEV_y2010_Lbin33",-0.155814,NA
"CA_TWL_ARDEV_y2010_Lbin34",0.05656,NA
"CA_TWL_ARDEV_y2010_Lbin35",0.0691475,NA
"CA_TWL_ARDEV_y2010_Lbin36",0.267891,NA
"CA_TWL_ARDEV_y2010_Lbin37",0.280278,NA
"CA_TWL_ARDEV_y2010_Lbin38",0.586973,NA
"CA_TWL_ARDEV_y2011_Lbin10",-0.000736953,NA
"CA_TWL_ARDEV_y2011_Lbin11",-0.000721566,NA
"CA_TWL_ARDEV_y2011_Lbin12",0.00640314,NA
"CA_TWL_ARDEV_y2011_Lbin13",0.0104038,NA
"CA_TWL_ARDEV_y2011_Lbin14",-0.00237444,NA
"CA_TWL_ARDEV_y2011_Lbin15",-0.0039261,NA
"CA_TWL_ARDEV_y2011_Lbin16",-0.00522226,NA
"CA_TWL_ARDEV_y2011_Lbin17",-0.00606391,NA
"CA_TWL_ARDEV_y2011_Lbin18",-0.00655317,NA
"CA_TWL_ARDEV_y2011_Lbin19",-0.00760581,NA
"CA_TWL_ARDEV_y2011_Lbin20",-0.0100967,NA
"CA_TWL_ARDEV_y2011_Lbin21",-0.0141234,NA
"CA_TWL_ARDEV_y2011_Lbin22",-0.0203039,NA
"CA_TWL_ARDEV_y2011_Lbin23",-0.0299609,NA
"CA_TWL_ARDEV_y2011_Lbin24",0.00376773,NA
"CA_TWL_ARDEV_y2011_Lbin25",0.00569997,NA
"CA_TWL_ARDEV_y2011_Lbin26",0.0223129,NA
"CA_TWL_ARDEV_y2011_Lbin27",0.0268105,NA
"CA_TWL_ARDEV_y2011_Lbin28",-0.0255403,NA
"CA_TWL_ARDEV_y2011_Lbin29",-0.0249529,NA
"CA_TWL_ARDEV_y2011_Lbin30",-0.031036,NA
"CA_TWL_ARDEV_y2011_Lbin31",-0.029953,NA
"CA_TWL_ARDEV_y2011_Lbin32",0.0282401,NA
"CA_TWL_ARDEV_y2011_Lbin33",0.0294874,NA
"CA_TWL_ARDEV_y2011_Lbin34",0.053768,NA
"CA_TWL_ARDEV_y2011_Lbin35",0.0635258,NA
"CA_TWL_ARDEV_y2011_Lbin36",0.0181934,NA
"CA_TWL_ARDEV_y2011_Lbin37",0.0205685,NA
"CA_TWL_ARDEV_y2011_Lbin38",0.0301452,NA
"CA_TWL_ARDEV_y2012_Lbin10",-0.000437575,NA
"CA_TWL_ARDEV_y2012_Lbin11",-0.000584147,NA
"CA_TWL_ARDEV_y2012_Lbin12",-0.0017671,NA
"CA_TWL_ARDEV_y2012_Lbin13",-0.00404164,NA
"CA_TWL_ARDEV_y2012_Lbin14",-0.00839803,NA
"CA_TWL_ARDEV_y2012_Lbin15",-0.0144368,NA
"CA_TWL_ARDEV_y2012_Lbin16",-0.0203825,NA
"CA_TWL_ARDEV_y2012_Lbin17",-0.0267739,NA
"CA_TWL_ARDEV_y2012_Lbin18",-0.0331501,NA
"CA_TWL_ARDEV_y2012_Lbin19",-0.0441698,NA
"CA_TWL_ARDEV_y2012_Lbin20",-0.0600295,NA
"CA_TWL_ARDEV_y2012_Lbin21",-0.0756005,NA
"CA_TWL_ARDEV_y2012_Lbin22",-0.0784118,NA
"CA_TWL_ARDEV_y2012_Lbin23",-0.0925842,NA
"CA_TWL_ARDEV_y2012_Lbin24",-0.0738156,NA
"CA_TWL_ARDEV_y2012_Lbin25",-0.0895004,NA
"CA_TWL_ARDEV_y2012_Lbin26",-0.00657189,NA
"CA_TWL_ARDEV_y2012_Lbin27",-0.0064091,NA
"CA_TWL_ARDEV_y2012_Lbin28",-0.0787732,NA
"CA_TWL_ARDEV_y2012_Lbin29",-0.0733167,NA
"CA_TWL_ARDEV_y2012_Lbin30",-0.101094,NA
"CA_TWL_ARDEV_y2012_Lbin31",-0.09156,NA
"CA_TWL_ARDEV_y2012_Lbin32",-0.00897084,NA
"CA_TWL_ARDEV_y2012_Lbin33",0.00626466,NA
"CA_TWL_ARDEV_y2012_Lbin34",0.0633901,NA
"CA_TWL_ARDEV_y2012_Lbin35",0.0817937,NA
"CA_TWL_ARDEV_y2012_Lbin36",0.118747,NA
"CA_TWL_ARDEV_y2012_Lbin37",0.140469,NA
"CA_TWL_ARDEV_y2012_Lbin38",0.221555,NA
"CA_TWL_ARDEV_y2013_Lbin10",-0.00139853,NA
"CA_TWL_ARDEV_y2013_Lbin11",-0.00128935,NA
"CA_TWL_ARDEV_y2013_Lbin12",-0.00110431,NA
"CA_TWL_ARDEV_y2013_Lbin13",-0.00151631,NA
"CA_TWL_ARDEV_y2013_Lbin14",-0.00301835,NA
"CA_TWL_ARDEV_y2013_Lbin15",-0.00593953,NA
"CA_TWL_ARDEV_y2013_Lbin16",-0.0101058,NA
"CA_TWL_ARDEV_y2013_Lbin17",-0.0182247,NA
"CA_TWL_ARDEV_y2013_Lbin18",-0.0293832,NA
"CA_TWL_ARDEV_y2013_Lbin19",-0.048391,NA
"CA_TWL_ARDEV_y2013_Lbin20",-0.0599258,NA
"CA_TWL_ARDEV_y2013_Lbin21",-0.0822884,NA
"CA_TWL_ARDEV_y2013_Lbin22",-0.0770267,NA
"CA_TWL_ARDEV_y2013_Lbin23",-0.0929399,NA
"CA_TWL_ARDEV_y2013_Lbin24",-0.0506593,NA
"CA_TWL_ARDEV_y2013_Lbin25",-0.0566844,NA
"CA_TWL_ARDEV_y2013_Lbin26",0.024512,NA
"CA_TWL_ARDEV_y2013_Lbin27",0.0206156,NA
"CA_TWL_ARDEV_y2013_Lbin28",-0.0685964,NA
"CA_TWL_ARDEV_y2013_Lbin29",-0.0588967,NA
"CA_TWL_ARDEV_y2013_Lbin30",0.00348255,NA
"CA_TWL_ARDEV_y2013_Lbin31",-0.00242302,NA
"CA_TWL_ARDEV_y2013_Lbin32",0.00718383,NA
"CA_TWL_ARDEV_y2013_Lbin33",0.00582948,NA
"CA_TWL_ARDEV_y2013_Lbin34",0.180983,NA
"CA_TWL_ARDEV_y2013_Lbin35",0.237931,NA
"CA_TWL_ARDEV_y2013_Lbin36",0.155683,NA
"CA_TWL_ARDEV_y2013_Lbin37",0.190898,NA
"CA_TWL_ARDEV_y2013_Lbin38",0.152764,NA
"CA_TWL_ARDEV_y2014_Lbin10",-0.00238508,NA
"CA_TWL_ARDEV_y2014_Lbin11",-0.00229757,NA
"CA_TWL_ARDEV_y2014_Lbin12",-0.00226502,NA
"CA_TWL_ARDEV_y2014_Lbin13",-0.00352667,NA
"CA_TWL_ARDEV_y2014_Lbin14",-0.00669739,NA
"CA_TWL_ARDEV_y2014_Lbin15",-0.0112187,NA
"CA_TWL_ARDEV_y2014_Lbin16",-0.0146134,NA
"CA_TWL_ARDEV_y2014_Lbin17",-0.0188218,NA
"CA_TWL_ARDEV_y2014_Lbin18",-0.0271146,NA
"CA_TWL_ARDEV_y2014_Lbin19",-0.0410931,NA
"CA_TWL_ARDEV_y2014_Lbin20",-0.0571385,NA
"CA_TWL_ARDEV_y2014_Lbin21",-0.0919888,NA
"CA_TWL_ARDEV_y2014_Lbin22",-0.0910393,NA
"CA_TWL_ARDEV_y2014_Lbin23",-0.12808,NA
"CA_TWL_ARDEV_y2014_Lbin24",-0.139392,NA
"CA_TWL_ARDEV_y2014_Lbin25",-0.16227,NA
"CA_TWL_ARDEV_y2014_Lbin26",-0.200298,NA
"CA_TWL_ARDEV_y2014_Lbin27",-0.202875,NA
"CA_TWL_ARDEV_y2014_Lbin28",-0.156358,NA
"CA_TWL_ARDEV_y2014_Lbin29",-0.132713,NA
"CA_TWL_ARDEV_y2014_Lbin30",-0.128702,NA
"CA_TWL_ARDEV_y2014_Lbin31",-0.0970657,NA
"CA_TWL_ARDEV_y2014_Lbin32",-0.101234,NA
"CA_TWL_ARDEV_y2014_Lbin33",-0.0820631,NA
"CA_TWL_ARDEV_y2014_Lbin34",-0.0561404,NA
"CA_TWL_ARDEV_y2014_Lbin35",-0.0587686,NA
"CA_TWL_ARDEV_y2014_Lbin36",0.190377,NA
"CA_TWL_ARDEV_y2014_Lbin37",0.246952,NA
"CA_TWL_ARDEV_y2014_Lbin38",0.366765,NA
"CA_TWL_ARDEV_y2015_Lbin10",-0.00055537,NA
"CA_TWL_ARDEV_y2015_Lbin11",-0.000907101,NA
"CA_TWL_ARDEV_y2015_Lbin12",-0.00204519,NA
"CA_TWL_ARDEV_y2015_Lbin13",-0.00497307,NA
"CA_TWL_ARDEV_y2015_Lbin14",-0.0103179,NA
"CA_TWL_ARDEV_y2015_Lbin15",-0.0176309,NA
"CA_TWL_ARDEV_y2015_Lbin16",-0.0248733,NA
"CA_TWL_ARDEV_y2015_Lbin17",-0.0323218,NA
"CA_TWL_ARDEV_y2015_Lbin18",-0.0427098,NA
"CA_TWL_ARDEV_y2015_Lbin19",-0.0584429,NA
"CA_TWL_ARDEV_y2015_Lbin20",-0.0695067,NA
"CA_TWL_ARDEV_y2015_Lbin21",-0.0972064,NA
"CA_TWL_ARDEV_y2015_Lbin22",-0.112076,NA
"CA_TWL_ARDEV_y2015_Lbin23",-0.148543,NA
"CA_TWL_ARDEV_y2015_Lbin24",-0.0400233,NA
"CA_TWL_ARDEV_y2015_Lbin25",-0.0556361,NA
"CA_TWL_ARDEV_y2015_Lbin26",-0.124173,NA
"CA_TWL_ARDEV_y2015_Lbin27",-0.140821,NA
"CA_TWL_ARDEV_y2015_Lbin28",-0.201047,NA
"CA_TWL_ARDEV_y2015_Lbin29",-0.190486,NA
"CA_TWL_ARDEV_y2015_Lbin30",-0.0447614,NA
"CA_TWL_ARDEV_y2015_Lbin31",-0.0373748,NA
"CA_TWL_ARDEV_y2015_Lbin32",-0.0781455,NA
"CA_TWL_ARDEV_y2015_Lbin33",-0.0615578,NA
"CA_TWL_ARDEV_y2015_Lbin34",-0.0652638,NA
"CA_TWL_ARDEV_y2015_Lbin35",-0.0567437,NA
"CA_TWL_ARDEV_y2015_Lbin36",0.215309,NA
"CA_TWL_ARDEV_y2015_Lbin37",0.233655,NA
"CA_TWL_ARDEV_y2015_Lbin38",0.408382,NA
"CA_TWL_ARDEV_y2016_Lbin10",-0.000843747,NA
"CA_TWL_ARDEV_y2016_Lbin11",-0.000776653,NA
"CA_TWL_ARDEV_y2016_Lbin12",-0.000662233,NA
"CA_TWL_ARDEV_y2016_Lbin13",-0.000927574,NA
"CA_TWL_ARDEV_y2016_Lbin14",-0.00196639,NA
"CA_TWL_ARDEV_y2016_Lbin15",-0.00425552,NA
"CA_TWL_ARDEV_y2016_Lbin16",-0.0049966,NA
"CA_TWL_ARDEV_y2016_Lbin17",-0.00999813,NA
"CA_TWL_ARDEV_y2016_Lbin18",-0.0302414,NA
"CA_TWL_ARDEV_y2016_Lbin19",-0.0516731,NA
"CA_TWL_ARDEV_y2016_Lbin20",-0.0500037,NA
"CA_TWL_ARDEV_y2016_Lbin21",-0.0706971,NA
"CA_TWL_ARDEV_y2016_Lbin22",-0.0203069,NA
"CA_TWL_ARDEV_y2016_Lbin23",-0.0261166,NA
"CA_TWL_ARDEV_y2016_Lbin24",-0.019778,NA
"CA_TWL_ARDEV_y2016_Lbin25",-0.0233805,NA
"CA_TWL_ARDEV_y2016_Lbin26",-0.102803,NA
"CA_TWL_ARDEV_y2016_Lbin27",-0.109071,NA
"CA_TWL_ARDEV_y2016_Lbin28",-0.0887735,NA
"CA_TWL_ARDEV_y2016_Lbin29",-0.0850972,NA
"CA_TWL_ARDEV_y2016_Lbin30",-0.0487378,NA
"CA_TWL_ARDEV_y2016_Lbin31",-0.0421289,NA
"CA_TWL_ARDEV_y2016_Lbin32",-0.0622092,NA
"CA_TWL_ARDEV_y2016_Lbin33",-0.0525564,NA
"CA_TWL_ARDEV_y2016_Lbin34",-0.0764463,NA
"CA_TWL_ARDEV_y2016_Lbin35",-0.0631775,NA
"CA_TWL_ARDEV_y2016_Lbin36",-0.0205184,NA
"CA_TWL_ARDEV_y2016_Lbin37",-0.0190209,NA
"CA_TWL_ARDEV_y2016_Lbin38",0.371984,NA
"CA_TWL_ARDEV_y2017_Lbin10",-0.000366526,NA
"CA_TWL_ARDEV_y2017_Lbin11",-0.00046968,NA
"CA_TWL_ARDEV_y2017_Lbin12",-0.000824371,NA
"CA_TWL_ARDEV_y2017_Lbin13",-0.00184255,NA
"CA_TWL_ARDEV_y2017_Lbin14",-0.00379639,NA
"CA_TWL_ARDEV_y2017_Lbin15",-0.00646354,NA
"CA_TWL_ARDEV_y2017_Lbin16",-0.00779067,NA
"CA_TWL_ARDEV_y2017_Lbin17",-0.0104957,NA
"CA_TWL_ARDEV_y2017_Lbin18",-0.0156641,NA
"CA_TWL_ARDEV_y2017_Lbin19",-0.0265356,NA
"CA_TWL_ARDEV_y2017_Lbin20",-0.0382558,NA
"CA_TWL_ARDEV_y2017_Lbin21",-0.0670319,NA
"CA_TWL_ARDEV_y2017_Lbin22",-0.0447798,NA
"CA_TWL_ARDEV_y2017_Lbin23",-0.0672151,NA
"CA_TWL_ARDEV_y2017_Lbin24",-0.0907914,NA
"CA_TWL_ARDEV_y2017_Lbin25",-0.111883,NA
"CA_TWL_ARDEV_y2017_Lbin26",-0.107934,NA
"CA_TWL_ARDEV_y2017_Lbin27",-0.111978,NA
"CA_TWL_ARDEV_y2017_Lbin28",-0.167625,NA
"CA_TWL_ARDEV_y2017_Lbin29",-0.155431,NA
"CA_TWL_ARDEV_y2017_Lbin30",-0.118886,NA
"CA_TWL_ARDEV_y2017_Lbin31",-0.10748,NA
"CA_TWL_ARDEV_y2017_Lbin32",-0.0969287,NA
"CA_TWL_ARDEV_y2017_Lbin33",-0.0858234,NA
"CA_TWL_ARDEV_y2017_Lbin34",0.0596648,NA
"CA_TWL_ARDEV_y2017_Lbin35",0.0525734,NA
"CA_TWL_ARDEV_y2017_Lbin36",-0.00381872,NA
"CA_TWL_ARDEV_y2017_Lbin37",-0.0020351,NA
"CA_TWL_ARDEV_y2017_Lbin38",0.256081,NA
"CA_TWL_ARDEV_y2018_Lbin10",-0.000420868,NA
"CA_TWL_ARDEV_y2018_Lbin11",-0.000449611,NA
"CA_TWL_ARDEV_y2018_Lbin12",0.00203245,NA
"CA_TWL_ARDEV_y2018_Lbin13",0.00405194,NA
"CA_TWL_ARDEV_y2018_Lbin14",0.00143275,NA
"CA_TWL_ARDEV_y2018_Lbin15",0.00282845,NA
"CA_TWL_ARDEV_y2018_Lbin16",0.0181145,NA
"CA_TWL_ARDEV_y2018_Lbin17",0.032986,NA
"CA_TWL_ARDEV_y2018_Lbin18",0.0370948,NA
"CA_TWL_ARDEV_y2018_Lbin19",0.0664564,NA
"CA_TWL_ARDEV_y2018_Lbin20",-0.0528534,NA
"CA_TWL_ARDEV_y2018_Lbin21",-0.0819975,NA
"CA_TWL_ARDEV_y2018_Lbin22",-0.138901,NA
"CA_TWL_ARDEV_y2018_Lbin23",-0.198891,NA
"CA_TWL_ARDEV_y2018_Lbin24",-0.199143,NA
"CA_TWL_ARDEV_y2018_Lbin25",-0.260612,NA
"CA_TWL_ARDEV_y2018_Lbin26",-0.209237,NA
"CA_TWL_ARDEV_y2018_Lbin27",-0.250036,NA
"CA_TWL_ARDEV_y2018_Lbin28",-0.157074,NA
"CA_TWL_ARDEV_y2018_Lbin29",-0.155622,NA
"CA_TWL_ARDEV_y2018_Lbin30",0.00620791,NA
"CA_TWL_ARDEV_y2018_Lbin31",0.00346018,NA
"CA_TWL_ARDEV_y2018_Lbin32",0.295225,NA
"CA_TWL_ARDEV_y2018_Lbin33",0.224499,NA
"CA_TWL_ARDEV_y2018_Lbin34",0.445547,NA
"CA_TWL_ARDEV_y2018_Lbin35",0.320377,NA
"CA_TWL_ARDEV_y2018_Lbin36",0.269881,NA
"CA_TWL_ARDEV_y2018_Lbin37",0.212514,NA
"CA_TWL_ARDEV_y2018_Lbin38",-0.0251371,NA
"CA_TWL_ARDEV_y2019_Lbin10",-0.000153087,NA
"CA_TWL_ARDEV_y2019_Lbin11",-0.000199731,NA
"CA_TWL_ARDEV_y2019_Lbin12",-0.000370619,NA
"CA_TWL_ARDEV_y2019_Lbin13",-0.000849972,NA
"CA_TWL_ARDEV_y2019_Lbin14",0.000755603,NA
"CA_TWL_ARDEV_y2019_Lbin15",0.0013786,NA
"CA_TWL_ARDEV_y2019_Lbin16",0.00255435,NA
"CA_TWL_ARDEV_y2019_Lbin17",0.00416221,NA
"CA_TWL_ARDEV_y2019_Lbin18",-0.00573351,NA
"CA_TWL_ARDEV_y2019_Lbin19",-0.0106385,NA
"CA_TWL_ARDEV_y2019_Lbin20",0.00413406,NA
"CA_TWL_ARDEV_y2019_Lbin21",0.00751634,NA
"CA_TWL_ARDEV_y2019_Lbin22",0.0444389,NA
"CA_TWL_ARDEV_y2019_Lbin23",0.0723666,NA
"CA_TWL_ARDEV_y2019_Lbin24",0.0483726,NA
"CA_TWL_ARDEV_y2019_Lbin25",0.0575696,NA
"CA_TWL_ARDEV_y2019_Lbin26",-0.111033,NA
"CA_TWL_ARDEV_y2019_Lbin27",-0.150927,NA
