M_female,BH_steepness,TOTAL,Catch,Equil_catch,Survey,Length_comp,Age_comp,Recruitment,InitEQ_Regime,Forecast_Recruitment,Parm_priors,Parm_softbounds,Parm_devs,Crash_Pen,NLL.change
0.22,0.9,2606.87,5.02456e-12,0,26.966,577.697,1975,26.4989,0,0,0.701416,0.00570598,0,0,10.6099999999997
0.13,0.95,2607.01,2.68017e-10,0,29.1031,572.967,1979.05,25.3869,0,0,0.499872,0.00576651,0,0,10.75
0.14,0.95,2604.25,1.58159e-10,0,27.8509,572.484,1978.14,25.37,0,0,0.39637,0.00574545,0,0,7.98999999999978
0.15,0.95,2602.27,9.57476e-11,0,26.9066,572.253,1977.32,25.4241,0,0,0.35138,0.00572748,0,0,6.00999999999976
0.16,0.95,2601.04,5.91136e-11,0,26.2509,572.285,1976.61,25.5315,2.03763e-31,0,0.354133,0.00571276,0,0,4.77999999999975
0.17,0.95,2600.52,3.7227e-11,0,25.8637,572.571,1976.01,25.6756,0,0,0.396198,0.00570226,0,0,4.25999999999976
0.171052,0.95,2600.51,3.55124e-11,0,25.8378,572.613,1975.96,25.6923,0,0,0.402623,0.00570124,0,0,4.25
0.174703,0.95,2600.52,3.02269e-11,0,25.7684,572.773,1975.79,25.7513,0,0,0.427616,0.0056978,0,0,4.25999999999976
0.18,0.95,2600.69,2.40417e-11,0,25.7234,573.062,1975.59,25.8401,1.57517e-31,0,0.470886,0.00569383,0,0,4.42999999999984
0.19,0.95,2601.5,1.57306e-11,0,25.8117,573.829,1975.27,26.0141,1.39824e-31,0,0.572824,0.0056892,0,0,5.23999999999978
0.2,0.95,2602.92,1.04273e-11,0,26.1112,574.88,1975.04,26.1857,0,0,0.697649,0.0056888,0,0,6.65999999999985
0.21,0.95,2604.92,7.01937e-12,0,26.605,576.212,1974.91,26.344,1.11943e-31,0,0.84179,0.00569281,0,0,8.65999999999985
0.22,0.95,2607.45,4.80648e-12,0,27.2777,577.824,1974.86,26.4789,0,0,1.00229,0.00570369,0,0,11.1899999999996
