"Label","2D TWL selex","M104 base"
"CA_TWL_ARDEV_y1990_Lbin35",0.226466,NA
"CA_TWL_ARDEV_y1990_Lbin36",0.00789025,NA
"CA_TWL_ARDEV_y1990_Lbin37",-0.0315229,NA
"CA_TWL_ARDEV_y1990_Lbin38",-0.0131442,NA
"CA_TWL_ARDEV_y1991_Lbin10",0.000350715,NA
"CA_TWL_ARDEV_y1991_Lbin11",-2.34661e-06,NA
"CA_TWL_ARDEV_y1991_Lbin12",-0.0056125,NA
"CA_TWL_ARDEV_y1991_Lbin13",-0.0110192,NA
"CA_TWL_ARDEV_y1991_Lbin14",-0.0130765,NA
"CA_TWL_ARDEV_y1991_Lbin15",-0.0227196,NA
"CA_TWL_ARDEV_y1991_Lbin16",-0.0431193,NA
"CA_TWL_ARDEV_y1991_Lbin17",-0.0645168,NA
"CA_TWL_ARDEV_y1991_Lbin18",0.023949,NA
"CA_TWL_ARDEV_y1991_Lbin19",0.0390798,NA
"CA_TWL_ARDEV_y1991_Lbin20",0.0652484,NA
"CA_TWL_ARDEV_y1991_Lbin21",0.100387,NA
"CA_TWL_ARDEV_y1991_Lbin22",0.299601,NA
"CA_TWL_ARDEV_y1991_Lbin23",0.571297,NA
"CA_TWL_ARDEV_y1991_Lbin24",0.324331,NA
"CA_TWL_ARDEV_y1991_Lbin25",0.467646,NA
"CA_TWL_ARDEV_y1991_Lbin26",0.358514,NA
"CA_TWL_ARDEV_y1991_Lbin27",0.39758,NA
"CA_TWL_ARDEV_y1991_Lbin28",-0.0798993,NA
"CA_TWL_ARDEV_y1991_Lbin29",-0.0498888,NA
"CA_TWL_ARDEV_y1991_Lbin30",-0.222092,NA
"CA_TWL_ARDEV_y1991_Lbin31",-0.178783,NA
"CA_TWL_ARDEV_y1991_Lbin32",-0.160552,NA
"CA_TWL_ARDEV_y1991_Lbin33",-0.12539,NA
"CA_TWL_ARDEV_y1991_Lbin34",0.0589187,NA
"CA_TWL_ARDEV_y1991_Lbin35",-0.00676865,NA
"CA_TWL_ARDEV_y1991_Lbin36",-0.131698,NA
"CA_TWL_ARDEV_y1991_Lbin37",-0.168733,NA
"CA_TWL_ARDEV_y1991_Lbin38",-0.150594,NA
"CA_TWL_ARDEV_y1992_Lbin10",-0.00220498,NA
"CA_TWL_ARDEV_y1992_Lbin11",-0.00250048,NA
"CA_TWL_ARDEV_y1992_Lbin12",-0.00300389,NA
"CA_TWL_ARDEV_y1992_Lbin13",-0.00468109,NA
"CA_TWL_ARDEV_y1992_Lbin14",-0.00854002,NA
"CA_TWL_ARDEV_y1992_Lbin15",-0.0156336,NA
"CA_TWL_ARDEV_y1992_Lbin16",-0.0266251,NA
"CA_TWL_ARDEV_y1992_Lbin17",-0.045201,NA
"CA_TWL_ARDEV_y1992_Lbin18",-0.0215793,NA
"CA_TWL_ARDEV_y1992_Lbin19",-0.0358538,NA
"CA_TWL_ARDEV_y1992_Lbin20",0.137656,NA
"CA_TWL_ARDEV_y1992_Lbin21",0.238609,NA
"CA_TWL_ARDEV_y1992_Lbin22",0.158365,NA
"CA_TWL_ARDEV_y1992_Lbin23",0.233191,NA
"CA_TWL_ARDEV_y1992_Lbin24",0.170302,NA
"CA_TWL_ARDEV_y1992_Lbin25",0.212419,NA
"CA_TWL_ARDEV_y1992_Lbin26",0.0305479,NA
"CA_TWL_ARDEV_y1992_Lbin27",0.0377145,NA
"CA_TWL_ARDEV_y1992_Lbin28",-0.143591,NA
"CA_TWL_ARDEV_y1992_Lbin29",-0.111443,NA
"CA_TWL_ARDEV_y1992_Lbin30",-0.342856,NA
"CA_TWL_ARDEV_y1992_Lbin31",-0.279311,NA
"CA_TWL_ARDEV_y1992_Lbin32",-0.139769,NA
"CA_TWL_ARDEV_y1992_Lbin33",-0.0980835,NA
"CA_TWL_ARDEV_y1992_Lbin34",-0.0504713,NA
"CA_TWL_ARDEV_y1992_Lbin35",-0.0602271,NA
"CA_TWL_ARDEV_y1992_Lbin36",0.102792,NA
"CA_TWL_ARDEV_y1992_Lbin37",0.0334874,NA
"CA_TWL_ARDEV_y1992_Lbin38",0.0381072,NA
"CA_TWL_ARDEV_y1993_Lbin10",-0.000913512,NA
"CA_TWL_ARDEV_y1993_Lbin11",-0.0014871,NA
"CA_TWL_ARDEV_y1993_Lbin12",-0.00213492,NA
"CA_TWL_ARDEV_y1993_Lbin13",-0.00430695,NA
"CA_TWL_ARDEV_y1993_Lbin14",-0.0112387,NA
"CA_TWL_ARDEV_y1993_Lbin15",-0.0193996,NA
"CA_TWL_ARDEV_y1993_Lbin16",-0.0081549,NA
"CA_TWL_ARDEV_y1993_Lbin17",-0.0108412,NA
"CA_TWL_ARDEV_y1993_Lbin18",0.0755447,NA
"CA_TWL_ARDEV_y1993_Lbin19",0.124335,NA
"CA_TWL_ARDEV_y1993_Lbin20",0.275264,NA
"CA_TWL_ARDEV_y1993_Lbin21",0.650639,NA
"CA_TWL_ARDEV_y1993_Lbin22",0.347271,NA
"CA_TWL_ARDEV_y1993_Lbin23",0.915753,NA
"CA_TWL_ARDEV_y1993_Lbin24",0.373236,NA
"CA_TWL_ARDEV_y1993_Lbin25",0.688482,NA
"CA_TWL_ARDEV_y1993_Lbin26",-0.125524,NA
"CA_TWL_ARDEV_y1993_Lbin27",-0.12236,NA
"CA_TWL_ARDEV_y1993_Lbin28",-0.317407,NA
"CA_TWL_ARDEV_y1993_Lbin29",-0.229524,NA
"CA_TWL_ARDEV_y1993_Lbin30",-0.249974,NA
"CA_TWL_ARDEV_y1993_Lbin31",-0.116749,NA
"CA_TWL_ARDEV_y1993_Lbin32",-0.260949,NA
"CA_TWL_ARDEV_y1993_Lbin33",-0.189419,NA
"CA_TWL_ARDEV_y1993_Lbin34",-0.190648,NA
"CA_TWL_ARDEV_y1993_Lbin35",-0.162619,NA
"CA_TWL_ARDEV_y1993_Lbin36",-0.140757,NA
"CA_TWL_ARDEV_y1993_Lbin37",-0.128937,NA
"CA_TWL_ARDEV_y1993_Lbin38",-0.202423,NA
"CA_TWL_ARDEV_y1994_Lbin10",-0.00144454,NA
"CA_TWL_ARDEV_y1994_Lbin11",-0.0015039,NA
"CA_TWL_ARDEV_y1994_Lbin12",-0.00274429,NA
"CA_TWL_ARDEV_y1994_Lbin13",-0.00342516,NA
"CA_TWL_ARDEV_y1994_Lbin14",-0.00579744,NA
"CA_TWL_ARDEV_y1994_Lbin15",-0.0108675,NA
"CA_TWL_ARDEV_y1994_Lbin16",-0.0188674,NA
"CA_TWL_ARDEV_y1994_Lbin17",-0.0345104,NA
"CA_TWL_ARDEV_y1994_Lbin18",-0.0262933,NA
"CA_TWL_ARDEV_y1994_Lbin19",-0.0454141,NA
"CA_TWL_ARDEV_y1994_Lbin20",0.18954,NA
"CA_TWL_ARDEV_y1994_Lbin21",0.364127,NA
"CA_TWL_ARDEV_y1994_Lbin22",0.264602,NA
"CA_TWL_ARDEV_y1994_Lbin23",0.498991,NA
"CA_TWL_ARDEV_y1994_Lbin24",0.173076,NA
"CA_TWL_ARDEV_y1994_Lbin25",0.216741,NA
"CA_TWL_ARDEV_y1994_Lbin26",-0.0784825,NA
"CA_TWL_ARDEV_y1994_Lbin27",-0.116495,NA
"CA_TWL_ARDEV_y1994_Lbin28",-0.211717,NA
"CA_TWL_ARDEV_y1994_Lbin29",-0.202797,NA
"CA_TWL_ARDEV_y1994_Lbin30",-0.111535,NA
"CA_TWL_ARDEV_y1994_Lbin31",0.00672514,NA
"CA_TWL_ARDEV_y1994_Lbin32",-0.188434,NA
"CA_TWL_ARDEV_y1994_Lbin33",-0.126406,NA
"CA_TWL_ARDEV_y1994_Lbin34",-0.0763418,NA
"CA_TWL_ARDEV_y1994_Lbin35",-0.0473676,NA
"CA_TWL_ARDEV_y1994_Lbin36",-0.0602742,NA
"CA_TWL_ARDEV_y1994_Lbin37",-0.0566365,NA
"CA_TWL_ARDEV_y1994_Lbin38",0.0191351,NA
"CA_TWL_ARDEV_y1995_Lbin10",0.00625282,NA
"CA_TWL_ARDEV_y1995_Lbin11",0.01094,NA
"CA_TWL_ARDEV_y1995_Lbin12",-0.00311848,NA
"CA_TWL_ARDEV_y1995_Lbin13",-0.00645729,NA
"CA_TWL_ARDEV_y1995_Lbin14",-0.0123955,NA
"CA_TWL_ARDEV_y1995_Lbin15",-0.0206179,NA
"CA_TWL_ARDEV_y1995_Lbin16",-0.0166741,NA
"CA_TWL_ARDEV_y1995_Lbin17",-0.0209553,NA
"CA_TWL_ARDEV_y1995_Lbin18",0.0639126,NA
"CA_TWL_ARDEV_y1995_Lbin19",0.0983207,NA
"CA_TWL_ARDEV_y1995_Lbin20",0.0936795,NA
"CA_TWL_ARDEV_y1995_Lbin21",0.168853,NA
"CA_TWL_ARDEV_y1995_Lbin22",0.221727,NA
"CA_TWL_ARDEV_y1995_Lbin23",0.412171,NA
"CA_TWL_ARDEV_y1995_Lbin24",0.177352,NA
"CA_TWL_ARDEV_y1995_Lbin25",0.234531,NA
"CA_TWL_ARDEV_y1995_Lbin26",0.115639,NA
"CA_TWL_ARDEV_y1995_Lbin27",0.093664,NA
"CA_TWL_ARDEV_y1995_Lbin28",-0.163864,NA
"CA_TWL_ARDEV_y1995_Lbin29",-0.185954,NA
"CA_TWL_ARDEV_y1995_Lbin30",-0.201467,NA
"CA_TWL_ARDEV_y1995_Lbin31",-0.174821,NA
"CA_TWL_ARDEV_y1995_Lbin32",-0.0602932,NA
"CA_TWL_ARDEV_y1995_Lbin33",-0.0185942,NA
"CA_TWL_ARDEV_y1995_Lbin34",-0.0477525,NA
"CA_TWL_ARDEV_y1995_Lbin35",-0.0274681,NA
"CA_TWL_ARDEV_y1995_Lbin36",-0.0438531,NA
"CA_TWL_ARDEV_y1995_Lbin37",-0.0386742,NA
"CA_TWL_ARDEV_y1995_Lbin38",-0.116168,NA
"CA_TWL_ARDEV_y1996_Lbin10",-0.000259878,NA
"CA_TWL_ARDEV_y1996_Lbin11",-0.000284492,NA
"CA_TWL_ARDEV_y1996_Lbin12",-0.0011262,NA
"CA_TWL_ARDEV_y1996_Lbin13",-0.00179243,NA
"CA_TWL_ARDEV_y1996_Lbin14",-0.00686819,NA
"CA_TWL_ARDEV_y1996_Lbin15",-0.0132214,NA
"CA_TWL_ARDEV_y1996_Lbin16",0.0498023,NA
"CA_TWL_ARDEV_y1996_Lbin17",0.0936109,NA
"CA_TWL_ARDEV_y1996_Lbin18",0.281938,NA
"CA_TWL_ARDEV_y1996_Lbin19",0.788721,NA
"CA_TWL_ARDEV_y1996_Lbin20",0.290352,NA
"CA_TWL_ARDEV_y1996_Lbin21",1.51437,NA
"CA_TWL_ARDEV_y1996_Lbin22",0.394746,NA
"CA_TWL_ARDEV_y1996_Lbin23",1.01027,NA
"CA_TWL_ARDEV_y1996_Lbin24",0.204191,NA
"CA_TWL_ARDEV_y1996_Lbin25",0.288391,NA
"CA_TWL_ARDEV_y1996_Lbin26",-0.0772834,NA
"CA_TWL_ARDEV_y1996_Lbin27",-0.100861,NA
"CA_TWL_ARDEV_y1996_Lbin28",-0.31891,NA
"CA_TWL_ARDEV_y1996_Lbin29",-0.323963,NA
"CA_TWL_ARDEV_y1996_Lbin30",-0.39586,NA
"CA_TWL_ARDEV_y1996_Lbin31",-0.353553,NA
"CA_TWL_ARDEV_y1996_Lbin32",-0.329433,NA
"CA_TWL_ARDEV_y1996_Lbin33",-0.304563,NA
"CA_TWL_ARDEV_y1996_Lbin34",-0.274992,NA
"CA_TWL_ARDEV_y1996_Lbin35",-0.25987,NA
"CA_TWL_ARDEV_y1996_Lbin36",-0.219549,NA
"CA_TWL_ARDEV_y1996_Lbin37",-0.196632,NA
"CA_TWL_ARDEV_y1996_Lbin38",-0.329048,NA
"CA_TWL_ARDEV_y1997_Lbin10",-0.000807331,NA
"CA_TWL_ARDEV_y1997_Lbin11",-0.00117002,NA
"CA_TWL_ARDEV_y1997_Lbin12",-0.00245834,NA
"CA_TWL_ARDEV_y1997_Lbin13",-0.00489332,NA
"CA_TWL_ARDEV_y1997_Lbin14",-0.00996679,NA
"CA_TWL_ARDEV_y1997_Lbin15",-0.0172426,NA
"CA_TWL_ARDEV_y1997_Lbin16",0.0107822,NA
"CA_TWL_ARDEV_y1997_Lbin17",0.0191652,NA
"CA_TWL_ARDEV_y1997_Lbin18",0.0121284,NA
"CA_TWL_ARDEV_y1997_Lbin19",0.0206785,NA
"CA_TWL_ARDEV_y1997_Lbin20",0.252223,NA
"CA_TWL_ARDEV_y1997_Lbin21",0.562899,NA
"CA_TWL_ARDEV_y1997_Lbin22",0.34966,NA
"CA_TWL_ARDEV_y1997_Lbin23",1.02629,NA
"CA_TWL_ARDEV_y1997_Lbin24",0.423849,NA
"CA_TWL_ARDEV_y1997_Lbin25",0.706383,NA
"CA_TWL_ARDEV_y1997_Lbin26",0.126784,NA
"CA_TWL_ARDEV_y1997_Lbin27",0.13942,NA
"CA_TWL_ARDEV_y1997_Lbin28",-0.289123,NA
"CA_TWL_ARDEV_y1997_Lbin29",-0.268901,NA
"CA_TWL_ARDEV_y1997_Lbin30",-0.337728,NA
"CA_TWL_ARDEV_y1997_Lbin31",-0.311807,NA
"CA_TWL_ARDEV_y1997_Lbin32",-0.0972365,NA
"CA_TWL_ARDEV_y1997_Lbin33",-0.112061,NA
"CA_TWL_ARDEV_y1997_Lbin34",-0.20702,NA
"CA_TWL_ARDEV_y1997_Lbin35",-0.203309,NA
"CA_TWL_ARDEV_y1997_Lbin36",-0.178979,NA
"CA_TWL_ARDEV_y1997_Lbin37",-0.181489,NA
"CA_TWL_ARDEV_y1997_Lbin38",-0.169976,NA
"CA_TWL_ARDEV_y1998_Lbin10",-0.000981049,NA
"CA_TWL_ARDEV_y1998_Lbin11",-0.00117972,NA
"CA_TWL_ARDEV_y1998_Lbin12",-0.00160085,NA
"CA_TWL_ARDEV_y1998_Lbin13",-0.00277772,NA
"CA_TWL_ARDEV_y1998_Lbin14",-0.00540502,NA
"CA_TWL_ARDEV_y1998_Lbin15",-0.0101192,NA
"CA_TWL_ARDEV_y1998_Lbin16",-0.0180224,NA
"CA_TWL_ARDEV_y1998_Lbin17",-0.0312173,NA
"CA_TWL_ARDEV_y1998_Lbin18",0.233796,NA
"CA_TWL_ARDEV_y1998_Lbin19",0.559184,NA
"CA_TWL_ARDEV_y1998_Lbin20",0.0757689,NA
"CA_TWL_ARDEV_y1998_Lbin21",0.127775,NA
"CA_TWL_ARDEV_y1998_Lbin22",0.209282,NA
"CA_TWL_ARDEV_y1998_Lbin23",0.382098,NA
"CA_TWL_ARDEV_y1998_Lbin24",0.250582,NA
"CA_TWL_ARDEV_y1998_Lbin25",0.362225,NA
"CA_TWL_ARDEV_y1998_Lbin26",0.00616219,NA
"CA_TWL_ARDEV_y1998_Lbin27",-0.000515345,NA
"CA_TWL_ARDEV_y1998_Lbin28",-0.194967,NA
"CA_TWL_ARDEV_y1998_Lbin29",-0.119913,NA
"CA_TWL_ARDEV_y1998_Lbin30",-0.172994,NA
"CA_TWL_ARDEV_y1998_Lbin31",-0.126374,NA
"CA_TWL_ARDEV_y1998_Lbin32",-0.193719,NA
"CA_TWL_ARDEV_y1998_Lbin33",-0.134864,NA
"CA_TWL_ARDEV_y1998_Lbin34",-0.0592311,NA
"CA_TWL_ARDEV_y1998_Lbin35",-0.0502815,NA
"CA_TWL_ARDEV_y1998_Lbin36",-0.0983793,NA
"CA_TWL_ARDEV_y1998_Lbin37",-0.1025,NA
"CA_TWL_ARDEV_y1998_Lbin38",-0.0989566,NA
"CA_TWL_ARDEV_y1999_Lbin10",-0.000974494,NA
"CA_TWL_ARDEV_y1999_Lbin11",-0.00113745,NA
"CA_TWL_ARDEV_y1999_Lbin12",0.00481791,NA
"CA_TWL_ARDEV_y1999_Lbin13",0.00928707,NA
"CA_TWL_ARDEV_y1999_Lbin14",-0.00430921,NA
"CA_TWL_ARDEV_y1999_Lbin15",-0.00751315,NA
"CA_TWL_ARDEV_y1999_Lbin16",-0.0122289,NA
"CA_TWL_ARDEV_y1999_Lbin17",-0.0193466,NA
"CA_TWL_ARDEV_y1999_Lbin18",-0.0286095,NA
"CA_TWL_ARDEV_y1999_Lbin19",-0.0482517,NA
"CA_TWL_ARDEV_y1999_Lbin20",0.0861522,NA
"CA_TWL_ARDEV_y1999_Lbin21",0.158434,NA
"CA_TWL_ARDEV_y1999_Lbin22",0.261007,NA
"CA_TWL_ARDEV_y1999_Lbin23",0.539358,NA
"CA_TWL_ARDEV_y1999_Lbin24",0.309821,NA
"CA_TWL_ARDEV_y1999_Lbin25",0.517114,NA
"CA_TWL_ARDEV_y1999_Lbin26",0.0292581,NA
"CA_TWL_ARDEV_y1999_Lbin27",0.0455514,NA
"CA_TWL_ARDEV_y1999_Lbin28",-0.296358,NA
"CA_TWL_ARDEV_y1999_Lbin29",-0.294653,NA
"CA_TWL_ARDEV_y1999_Lbin30",-0.269865,NA
"CA_TWL_ARDEV_y1999_Lbin31",-0.195646,NA
"CA_TWL_ARDEV_y1999_Lbin32",-0.0891678,NA
"CA_TWL_ARDEV_y1999_Lbin33",-0.0540842,NA
"CA_TWL_ARDEV_y1999_Lbin34",-0.160016,NA
"CA_TWL_ARDEV_y1999_Lbin35",-0.14134,NA
"CA_TWL_ARDEV_y1999_Lbin36",-0.0219842,NA
"CA_TWL_ARDEV_y1999_Lbin37",-0.0206119,NA
"CA_TWL_ARDEV_y1999_Lbin38",-0.0500661,NA
"CA_TWL_ARDEV_y2000_Lbin10",-0.014199,NA
"CA_TWL_ARDEV_y2000_Lbin11",-0.0137314,NA
"CA_TWL_ARDEV_y2000_Lbin12",-0.00976423,NA
"CA_TWL_ARDEV_y2000_Lbin13",-0.0067899,NA
"CA_TWL_ARDEV_y2000_Lbin14",-0.00549028,NA
"CA_TWL_ARDEV_y2000_Lbin15",-0.00601582,NA
"CA_TWL_ARDEV_y2000_Lbin16",-0.000658289,NA
"CA_TWL_ARDEV_y2000_Lbin17",-0.00129488,NA
"CA_TWL_ARDEV_y2000_Lbin18",-0.0130701,NA
"CA_TWL_ARDEV_y2000_Lbin19",-0.0206981,NA
"CA_TWL_ARDEV_y2000_Lbin20",-0.0102124,NA
"CA_TWL_ARDEV_y2000_Lbin21",-0.015456,NA
"CA_TWL_ARDEV_y2000_Lbin22",-0.0224244,NA
"CA_TWL_ARDEV_y2000_Lbin23",-0.0347827,NA
"CA_TWL_ARDEV_y2000_Lbin24",0.0395993,NA
"CA_TWL_ARDEV_y2000_Lbin25",0.054514,NA
"CA_TWL_ARDEV_y2000_Lbin26",-0.0943815,NA
"CA_TWL_ARDEV_y2000_Lbin27",-0.112476,NA
"CA_TWL_ARDEV_y2000_Lbin28",-0.0510201,NA
"CA_TWL_ARDEV_y2000_Lbin29",-0.0551194,NA
"CA_TWL_ARDEV_y2000_Lbin30",-0.148141,NA
"CA_TWL_ARDEV_y2000_Lbin31",-0.1241,NA
"CA_TWL_ARDEV_y2000_Lbin32",0.0333029,NA
"CA_TWL_ARDEV_y2000_Lbin33",0.0333156,NA
"CA_TWL_ARDEV_y2000_Lbin34",0.0238667,NA
"CA_TWL_ARDEV_y2000_Lbin35",0.0287699,NA
"CA_TWL_ARDEV_y2000_Lbin36",0.0257161,NA
"CA_TWL_ARDEV_y2000_Lbin37",0.0233317,NA
"CA_TWL_ARDEV_y2000_Lbin38",0.143402,NA
"CA_TWL_ARDEV_y2001_Lbin10",-0.00209324,NA
"CA_TWL_ARDEV_y2001_Lbin11",-0.00608287,NA
"CA_TWL_ARDEV_y2001_Lbin12",-0.0161997,NA
"CA_TWL_ARDEV_y2001_Lbin13",-0.0369211,NA
"CA_TWL_ARDEV_y2001_Lbin14",-0.0698935,NA
"CA_TWL_ARDEV_y2001_Lbin15",-0.109481,NA
"CA_TWL_ARDEV_y2001_Lbin16",-0.0802406,NA
"CA_TWL_ARDEV_y2001_Lbin17",-0.0887201,NA
"CA_TWL_ARDEV_y2001_Lbin18",-0.00491811,NA
"CA_TWL_ARDEV_y2001_Lbin19",-0.00289905,NA
"CA_TWL_ARDEV_y2001_Lbin20",-0.0479892,NA
"CA_TWL_ARDEV_y2001_Lbin21",-0.046387,NA
"CA_TWL_ARDEV_y2001_Lbin22",-0.0139061,NA
"CA_TWL_ARDEV_y2001_Lbin23",-0.0182391,NA
"CA_TWL_ARDEV_y2001_Lbin24",0.0791463,NA
"CA_TWL_ARDEV_y2001_Lbin25",0.116188,NA
"CA_TWL_ARDEV_y2001_Lbin26",0.0912324,NA
"CA_TWL_ARDEV_y2001_Lbin27",0.106282,NA
"CA_TWL_ARDEV_y2001_Lbin28",-0.0262898,NA
"CA_TWL_ARDEV_y2001_Lbin29",-0.0264432,NA
"CA_TWL_ARDEV_y2001_Lbin30",-0.0623498,NA
"CA_TWL_ARDEV_y2001_Lbin31",-0.0423226,NA
"CA_TWL_ARDEV_y2001_Lbin32",-0.0574907,NA
"CA_TWL_ARDEV_y2001_Lbin33",-0.0401358,NA
"CA_TWL_ARDEV_y2001_Lbin34",-0.0320875,NA
"CA_TWL_ARDEV_y2001_Lbin35",-0.0262975,NA
"CA_TWL_ARDEV_y2001_Lbin36",0.127312,NA
"CA_TWL_ARDEV_y2001_Lbin37",0.121305,NA
"CA_TWL_ARDEV_y2001_Lbin38",-0.0696677,NA
"CA_TWL_ARDEV_y2002_Lbin10",0.00352159,NA
"CA_TWL_ARDEV_y2002_Lbin11",0.00531453,NA
"CA_TWL_ARDEV_y2002_Lbin12",0.0322468,NA
"CA_TWL_ARDEV_y2002_Lbin13",0.0657533,NA
"CA_TWL_ARDEV_y2002_Lbin14",-0.0022198,NA
"CA_TWL_ARDEV_y2002_Lbin15",-0.00503679,NA
"CA_TWL_ARDEV_y2002_Lbin16",-0.0131798,NA
"CA_TWL_ARDEV_y2002_Lbin17",-0.0235535,NA
"CA_TWL_ARDEV_y2002_Lbin18",0.00314999,NA
"CA_TWL_ARDEV_y2002_Lbin19",0.00485824,NA
"CA_TWL_ARDEV_y2002_Lbin20",0.042305,NA
"CA_TWL_ARDEV_y2002_Lbin21",0.0479607,NA
"CA_TWL_ARDEV_y2002_Lbin22",-0.117501,NA
"CA_TWL_ARDEV_y2002_Lbin23",-0.119593,NA
"CA_TWL_ARDEV_y2002_Lbin24",-0.173773,NA
"CA_TWL_ARDEV_y2002_Lbin25",-0.147213,NA
"CA_TWL_ARDEV_y2002_Lbin26",-0.119872,NA
"CA_TWL_ARDEV_y2002_Lbin27",-0.112045,NA
"CA_TWL_ARDEV_y2002_Lbin28",-0.118297,NA
"CA_TWL_ARDEV_y2002_Lbin29",-0.109768,NA
"CA_TWL_ARDEV_y2002_Lbin30",-0.166157,NA
"CA_TWL_ARDEV_y2002_Lbin31",-0.148327,NA
"CA_TWL_ARDEV_y2002_Lbin32",-0.0355122,NA
"CA_TWL_ARDEV_y2002_Lbin33",-0.0134493,NA
"CA_TWL_ARDEV_y2002_Lbin34",-0.00921667,NA
"CA_TWL_ARDEV_y2002_Lbin35",-0.0144631,NA
"CA_TWL_ARDEV_y2002_Lbin36",0.135895,NA
"CA_TWL_ARDEV_y2002_Lbin37",0.120458,NA
"CA_TWL_ARDEV_y2002_Lbin38",0.228837,NA
"CA_TWL_ARDEV_y2003_Lbin10",-0.000112358,NA
"CA_TWL_ARDEV_y2003_Lbin11",-0.000160287,NA
"CA_TWL_ARDEV_y2003_Lbin12",0.000159523,NA
"CA_TWL_ARDEV_y2003_Lbin13",0.000294603,NA
"CA_TWL_ARDEV_y2003_Lbin14",-0.000961303,NA
"CA_TWL_ARDEV_y2003_Lbin15",-0.00179338,NA
"CA_TWL_ARDEV_y2003_Lbin16",-0.000738402,NA
"CA_TWL_ARDEV_y2003_Lbin17",-0.00194749,NA
"CA_TWL_ARDEV_y2003_Lbin18",-0.012984,NA
"CA_TWL_ARDEV_y2003_Lbin19",-0.0254993,NA
"CA_TWL_ARDEV_y2003_Lbin20",0.0227137,NA
"CA_TWL_ARDEV_y2003_Lbin21",0.0239729,NA
"CA_TWL_ARDEV_y2003_Lbin22",0.0016139,NA
"CA_TWL_ARDEV_y2003_Lbin23",-0.0256537,NA
"CA_TWL_ARDEV_y2003_Lbin24",0.0102609,NA
"CA_TWL_ARDEV_y2003_Lbin25",0.0172502,NA
"CA_TWL_ARDEV_y2003_Lbin26",0.160306,NA
"CA_TWL_ARDEV_y2003_Lbin27",0.133141,NA
"CA_TWL_ARDEV_y2003_Lbin28",0.0575102,NA
"CA_TWL_ARDEV_y2003_Lbin29",0.0381896,NA
"CA_TWL_ARDEV_y2003_Lbin30",-0.0254358,NA
"CA_TWL_ARDEV_y2003_Lbin31",-0.0179192,NA
"CA_TWL_ARDEV_y2003_Lbin32",-0.0418777,NA
"CA_TWL_ARDEV_y2003_Lbin33",-0.0367134,NA
"CA_TWL_ARDEV_y2003_Lbin34",-0.0361695,NA
"CA_TWL_ARDEV_y2003_Lbin35",-0.035805,NA
"CA_TWL_ARDEV_y2003_Lbin36",-0.0251267,NA
"CA_TWL_ARDEV_y2003_Lbin37",-0.0247258,NA
"CA_TWL_ARDEV_y2003_Lbin38",-0.0223495,NA
"CA_TWL_ARDEV_y2004_Lbin10",-0.00102853,NA
"CA_TWL_ARDEV_y2004_Lbin11",-0.00105867,NA
"CA_TWL_ARDEV_y2004_Lbin12",0.00231651,NA
"CA_TWL_ARDEV_y2004_Lbin13",0.00265792,NA
"CA_TWL_ARDEV_y2004_Lbin14",-0.00180417,NA
"CA_TWL_ARDEV_y2004_Lbin15",-0.00324982,NA
"CA_TWL_ARDEV_y2004_Lbin16",-0.00505036,NA
"CA_TWL_ARDEV_y2004_Lbin17",-0.00945502,NA
"CA_TWL_ARDEV_y2004_Lbin18",-0.0185424,NA
"CA_TWL_ARDEV_y2004_Lbin19",-0.0351873,NA
"CA_TWL_ARDEV_y2004_Lbin20",-0.0711492,NA
"CA_TWL_ARDEV_y2004_Lbin21",-0.122036,NA
"CA_TWL_ARDEV_y2004_Lbin22",-0.121829,NA
"CA_TWL_ARDEV_y2004_Lbin23",-0.195883,NA
"CA_TWL_ARDEV_y2004_Lbin24",-0.108146,NA
"CA_TWL_ARDEV_y2004_Lbin25",-0.210548,NA
"CA_TWL_ARDEV_y2004_Lbin26",-0.275664,NA
"CA_TWL_ARDEV_y2004_Lbin27",-0.336387,NA
"CA_TWL_ARDEV_y2004_Lbin28",-0.0331807,NA
"CA_TWL_ARDEV_y2004_Lbin29",-0.00335237,NA
"CA_TWL_ARDEV_y2004_Lbin30",0.432989,NA
"CA_TWL_ARDEV_y2004_Lbin31",0.305193,NA
"CA_TWL_ARDEV_y2004_Lbin32",0.0521966,NA
"CA_TWL_ARDEV_y2004_Lbin33",0.0381879,NA
"CA_TWL_ARDEV_y2004_Lbin34",-0.0790342,NA
"CA_TWL_ARDEV_y2004_Lbin35",-0.0617332,NA
"CA_TWL_ARDEV_y2004_Lbin36",0.0665727,NA
"CA_TWL_ARDEV_y2004_Lbin37",0.0640874,NA
"CA_TWL_ARDEV_y2004_Lbin38",0.135529,NA
"CA_TWL_ARDEV_y2005_Lbin10",-0.000113443,NA
"CA_TWL_ARDEV_y2005_Lbin11",-0.000200163,NA
"CA_TWL_ARDEV_y2005_Lbin12",-0.000420674,NA
"CA_TWL_ARDEV_y2005_Lbin13",-0.000900243,NA
"CA_TWL_ARDEV_y2005_Lbin14",-0.00175129,NA
"CA_TWL_ARDEV_y2005_Lbin15",-0.00292688,NA
"CA_TWL_ARDEV_y2005_Lbin16",-0.0026667,NA
"CA_TWL_ARDEV_y2005_Lbin17",-0.00374152,NA
"CA_TWL_ARDEV_y2005_Lbin18",-0.00742634,NA
"CA_TWL_ARDEV_y2005_Lbin19",-0.0108821,NA
