"Label","2D TWL selex","M104 base"
"CA_TWL_ARDEV_y2005_Lbin20",-0.0179884,NA
"CA_TWL_ARDEV_y2005_Lbin21",-0.0312764,NA
"CA_TWL_ARDEV_y2005_Lbin22",0.0319811,NA
"CA_TWL_ARDEV_y2005_Lbin23",0.0506522,NA
"CA_TWL_ARDEV_y2005_Lbin24",0.0782271,NA
"CA_TWL_ARDEV_y2005_Lbin25",0.0944326,NA
"CA_TWL_ARDEV_y2005_Lbin26",-0.134235,NA
"CA_TWL_ARDEV_y2005_Lbin27",-0.165988,NA
"CA_TWL_ARDEV_y2005_Lbin28",-0.267125,NA
"CA_TWL_ARDEV_y2005_Lbin29",-0.281496,NA
"CA_TWL_ARDEV_y2005_Lbin30",-0.184481,NA
"CA_TWL_ARDEV_y2005_Lbin31",-0.164743,NA
"CA_TWL_ARDEV_y2005_Lbin32",0.312814,NA
"CA_TWL_ARDEV_y2005_Lbin33",0.240669,NA
"CA_TWL_ARDEV_y2005_Lbin34",0.22548,NA
"CA_TWL_ARDEV_y2005_Lbin35",0.14268,NA
"CA_TWL_ARDEV_y2005_Lbin36",0.0117687,NA
"CA_TWL_ARDEV_y2005_Lbin37",0.00951334,NA
"CA_TWL_ARDEV_y2005_Lbin38",0.0390658,NA
"CA_TWL_ARDEV_y2006_Lbin10",-4.78685e-05,NA
"CA_TWL_ARDEV_y2006_Lbin11",-7.90382e-05,NA
"CA_TWL_ARDEV_y2006_Lbin12",-0.00016762,NA
"CA_TWL_ARDEV_y2006_Lbin13",-0.00038066,NA
"CA_TWL_ARDEV_y2006_Lbin14",-0.000854714,NA
"CA_TWL_ARDEV_y2006_Lbin15",-0.00177216,NA
"CA_TWL_ARDEV_y2006_Lbin16",-0.00349205,NA
"CA_TWL_ARDEV_y2006_Lbin17",-0.00661588,NA
"CA_TWL_ARDEV_y2006_Lbin18",-0.0120587,NA
"CA_TWL_ARDEV_y2006_Lbin19",-0.0207775,NA
"CA_TWL_ARDEV_y2006_Lbin20",-0.0334799,NA
"CA_TWL_ARDEV_y2006_Lbin21",-0.0506983,NA
"CA_TWL_ARDEV_y2006_Lbin22",-0.0731738,NA
"CA_TWL_ARDEV_y2006_Lbin23",-0.10245,NA
"CA_TWL_ARDEV_y2006_Lbin24",-0.124862,NA
"CA_TWL_ARDEV_y2006_Lbin25",-0.162576,NA
"CA_TWL_ARDEV_y2006_Lbin26",-0.12844,NA
"CA_TWL_ARDEV_y2006_Lbin27",-0.160568,NA
"CA_TWL_ARDEV_y2006_Lbin28",-0.138411,NA
"CA_TWL_ARDEV_y2006_Lbin29",-0.184658,NA
"CA_TWL_ARDEV_y2006_Lbin30",-0.257876,NA
"CA_TWL_ARDEV_y2006_Lbin31",-0.274565,NA
"CA_TWL_ARDEV_y2006_Lbin32",-0.175236,NA
"CA_TWL_ARDEV_y2006_Lbin33",-0.156965,NA
"CA_TWL_ARDEV_y2006_Lbin34",0.211239,NA
"CA_TWL_ARDEV_y2006_Lbin35",0.168487,NA
"CA_TWL_ARDEV_y2006_Lbin36",0.308042,NA
"CA_TWL_ARDEV_y2006_Lbin37",0.205724,NA
"CA_TWL_ARDEV_y2006_Lbin38",0.631765,NA
"CA_TWL_ARDEV_y2007_Lbin10",0.000622871,NA
"CA_TWL_ARDEV_y2007_Lbin11",0.000823479,NA
"CA_TWL_ARDEV_y2007_Lbin12",0.000556821,NA
"CA_TWL_ARDEV_y2007_Lbin13",0.00113656,NA
"CA_TWL_ARDEV_y2007_Lbin14",-0.000255563,NA
"CA_TWL_ARDEV_y2007_Lbin15",-0.000540748,NA
"CA_TWL_ARDEV_y2007_Lbin16",-0.00158485,NA
"CA_TWL_ARDEV_y2007_Lbin17",-0.00327127,NA
"CA_TWL_ARDEV_y2007_Lbin18",-0.00672776,NA
"CA_TWL_ARDEV_y2007_Lbin19",-0.013469,NA
"CA_TWL_ARDEV_y2007_Lbin20",-0.0257556,NA
"CA_TWL_ARDEV_y2007_Lbin21",-0.0463269,NA
"CA_TWL_ARDEV_y2007_Lbin22",-0.0726806,NA
"CA_TWL_ARDEV_y2007_Lbin23",-0.111918,NA
"CA_TWL_ARDEV_y2007_Lbin24",-0.157374,NA
"CA_TWL_ARDEV_y2007_Lbin25",-0.201297,NA
"CA_TWL_ARDEV_y2007_Lbin26",-0.174897,NA
"CA_TWL_ARDEV_y2007_Lbin27",-0.192328,NA
"CA_TWL_ARDEV_y2007_Lbin28",-0.117335,NA
"CA_TWL_ARDEV_y2007_Lbin29",-0.140148,NA
"CA_TWL_ARDEV_y2007_Lbin30",0.0138456,NA
"CA_TWL_ARDEV_y2007_Lbin31",-0.113811,NA
"CA_TWL_ARDEV_y2007_Lbin32",-0.154164,NA
"CA_TWL_ARDEV_y2007_Lbin33",-0.175566,NA
"CA_TWL_ARDEV_y2007_Lbin34",0.22194,NA
"CA_TWL_ARDEV_y2007_Lbin35",0.0307427,NA
"CA_TWL_ARDEV_y2007_Lbin36",0.89658,NA
"CA_TWL_ARDEV_y2007_Lbin37",0.125146,NA
"CA_TWL_ARDEV_y2007_Lbin38",0.421114,NA
"CA_TWL_ARDEV_y2008_Lbin10",-0.000312698,NA
"CA_TWL_ARDEV_y2008_Lbin11",-0.000318441,NA
"CA_TWL_ARDEV_y2008_Lbin12",-0.000290103,NA
"CA_TWL_ARDEV_y2008_Lbin13",-0.000311969,NA
"CA_TWL_ARDEV_y2008_Lbin14",-0.000469366,NA
"CA_TWL_ARDEV_y2008_Lbin15",-0.00082632,NA
"CA_TWL_ARDEV_y2008_Lbin16",-0.0015401,NA
"CA_TWL_ARDEV_y2008_Lbin17",-0.00296799,NA
"CA_TWL_ARDEV_y2008_Lbin18",-0.00347978,NA
"CA_TWL_ARDEV_y2008_Lbin19",-0.00723315,NA
"CA_TWL_ARDEV_y2008_Lbin20",-0.0198689,NA
"CA_TWL_ARDEV_y2008_Lbin21",-0.0389587,NA
"CA_TWL_ARDEV_y2008_Lbin22",-0.0513759,NA
"CA_TWL_ARDEV_y2008_Lbin23",-0.088576,NA
"CA_TWL_ARDEV_y2008_Lbin24",-0.164676,NA
"CA_TWL_ARDEV_y2008_Lbin25",-0.227573,NA
"CA_TWL_ARDEV_y2008_Lbin26",-0.161884,NA
"CA_TWL_ARDEV_y2008_Lbin27",-0.183773,NA
"CA_TWL_ARDEV_y2008_Lbin28",-0.224381,NA
"CA_TWL_ARDEV_y2008_Lbin29",-0.226119,NA
"CA_TWL_ARDEV_y2008_Lbin30",-0.242546,NA
"CA_TWL_ARDEV_y2008_Lbin31",-0.214033,NA
"CA_TWL_ARDEV_y2008_Lbin32",-0.201389,NA
"CA_TWL_ARDEV_y2008_Lbin33",-0.199932,NA
"CA_TWL_ARDEV_y2008_Lbin34",0.0403036,NA
"CA_TWL_ARDEV_y2008_Lbin35",0.0360046,NA
"CA_TWL_ARDEV_y2008_Lbin36",0.651228,NA
"CA_TWL_ARDEV_y2008_Lbin37",0.42334,NA
"CA_TWL_ARDEV_y2008_Lbin38",0.465015,NA
"CA_TWL_ARDEV_y2009_Lbin10",-0.00030523,NA
"CA_TWL_ARDEV_y2009_Lbin11",-0.000385401,NA
"CA_TWL_ARDEV_y2009_Lbin12",-0.000562469,NA
"CA_TWL_ARDEV_y2009_Lbin13",-0.000994105,NA
"CA_TWL_ARDEV_y2009_Lbin14",-0.00182033,NA
"CA_TWL_ARDEV_y2009_Lbin15",-0.00297929,NA
"CA_TWL_ARDEV_y2009_Lbin16",-0.00427094,NA
"CA_TWL_ARDEV_y2009_Lbin17",-0.0055495,NA
"CA_TWL_ARDEV_y2009_Lbin18",-0.00722511,NA
"CA_TWL_ARDEV_y2009_Lbin19",-0.010643,NA
"CA_TWL_ARDEV_y2009_Lbin20",-0.0125584,NA
"CA_TWL_ARDEV_y2009_Lbin21",-0.0232793,NA
"CA_TWL_ARDEV_y2009_Lbin22",-0.0368941,NA
"CA_TWL_ARDEV_y2009_Lbin23",-0.0662431,NA
"CA_TWL_ARDEV_y2009_Lbin24",0.00548249,NA
"CA_TWL_ARDEV_y2009_Lbin25",0.0132747,NA
"CA_TWL_ARDEV_y2009_Lbin26",0.112497,NA
"CA_TWL_ARDEV_y2009_Lbin27",0.238776,NA
"CA_TWL_ARDEV_y2009_Lbin28",-0.0786971,NA
"CA_TWL_ARDEV_y2009_Lbin29",-0.0140295,NA
"CA_TWL_ARDEV_y2009_Lbin30",-0.117026,NA
"CA_TWL_ARDEV_y2009_Lbin31",-0.0685605,NA
"CA_TWL_ARDEV_y2009_Lbin32",-0.174783,NA
"CA_TWL_ARDEV_y2009_Lbin33",-0.162031,NA
"CA_TWL_ARDEV_y2009_Lbin34",-0.135435,NA
"CA_TWL_ARDEV_y2009_Lbin35",-0.138528,NA
"CA_TWL_ARDEV_y2009_Lbin36",0.197087,NA
"CA_TWL_ARDEV_y2009_Lbin37",0.191614,NA
"CA_TWL_ARDEV_y2009_Lbin38",0.28983,NA
"CA_TWL_ARDEV_y2010_Lbin10",-0.00146968,NA
"CA_TWL_ARDEV_y2010_Lbin11",-0.0014869,NA
"CA_TWL_ARDEV_y2010_Lbin12",-0.00132755,NA
"CA_TWL_ARDEV_y2010_Lbin13",-0.00135609,NA
"CA_TWL_ARDEV_y2010_Lbin14",-0.0018625,NA
"CA_TWL_ARDEV_y2010_Lbin15",-0.00294773,NA
"CA_TWL_ARDEV_y2010_Lbin16",-0.00464546,NA
"CA_TWL_ARDEV_y2010_Lbin17",-0.00711209,NA
"CA_TWL_ARDEV_y2010_Lbin18",-0.0108997,NA
"CA_TWL_ARDEV_y2010_Lbin19",-0.0168906,NA
"CA_TWL_ARDEV_y2010_Lbin20",-0.0259936,NA
"CA_TWL_ARDEV_y2010_Lbin21",-0.0399892,NA
"CA_TWL_ARDEV_y2010_Lbin22",-0.0577098,NA
"CA_TWL_ARDEV_y2010_Lbin23",-0.089092,NA
"CA_TWL_ARDEV_y2010_Lbin24",-0.0848016,NA
"CA_TWL_ARDEV_y2010_Lbin25",-0.125617,NA
"CA_TWL_ARDEV_y2010_Lbin26",-0.115469,NA
"CA_TWL_ARDEV_y2010_Lbin27",-0.13442,NA
"CA_TWL_ARDEV_y2010_Lbin28",-0.143944,NA
"CA_TWL_ARDEV_y2010_Lbin29",-0.120758,NA
"CA_TWL_ARDEV_y2010_Lbin30",-0.091328,NA
"CA_TWL_ARDEV_y2010_Lbin31",-0.065381,NA
"CA_TWL_ARDEV_y2010_Lbin32",-0.167026,NA
"CA_TWL_ARDEV_y2010_Lbin33",-0.164953,NA
"CA_TWL_ARDEV_y2010_Lbin34",0.061829,NA
"CA_TWL_ARDEV_y2010_Lbin35",0.0778342,NA
"CA_TWL_ARDEV_y2010_Lbin36",0.284609,NA
"CA_TWL_ARDEV_y2010_Lbin37",0.299738,NA
"CA_TWL_ARDEV_y2010_Lbin38",0.617212,NA
"CA_TWL_ARDEV_y2011_Lbin10",-0.00062588,NA
"CA_TWL_ARDEV_y2011_Lbin11",-0.000710257,NA
"CA_TWL_ARDEV_y2011_Lbin12",0.00685342,NA
"CA_TWL_ARDEV_y2011_Lbin13",0.0102686,NA
"CA_TWL_ARDEV_y2011_Lbin14",-0.00222108,NA
"CA_TWL_ARDEV_y2011_Lbin15",-0.00352909,NA
"CA_TWL_ARDEV_y2011_Lbin16",-0.00479458,NA
"CA_TWL_ARDEV_y2011_Lbin17",-0.00586966,NA
"CA_TWL_ARDEV_y2011_Lbin18",-0.00661454,NA
"CA_TWL_ARDEV_y2011_Lbin19",-0.00762447,NA
"CA_TWL_ARDEV_y2011_Lbin20",-0.0098171,NA
"CA_TWL_ARDEV_y2011_Lbin21",-0.0137308,NA
"CA_TWL_ARDEV_y2011_Lbin22",-0.0203871,NA
"CA_TWL_ARDEV_y2011_Lbin23",-0.0309578,NA
"CA_TWL_ARDEV_y2011_Lbin24",0.00338595,NA
"CA_TWL_ARDEV_y2011_Lbin25",0.00546739,NA
"CA_TWL_ARDEV_y2011_Lbin26",0.0224627,NA
"CA_TWL_ARDEV_y2011_Lbin27",0.0280906,NA
"CA_TWL_ARDEV_y2011_Lbin28",-0.0287977,NA
"CA_TWL_ARDEV_y2011_Lbin29",-0.0289594,NA
"CA_TWL_ARDEV_y2011_Lbin30",-0.0379355,NA
"CA_TWL_ARDEV_y2011_Lbin31",-0.0367194,NA
"CA_TWL_ARDEV_y2011_Lbin32",0.0255037,NA
"CA_TWL_ARDEV_y2011_Lbin33",0.0258004,NA
"CA_TWL_ARDEV_y2011_Lbin34",0.0567581,NA
"CA_TWL_ARDEV_y2011_Lbin35",0.06573,NA
"CA_TWL_ARDEV_y2011_Lbin36",0.0225001,NA
"CA_TWL_ARDEV_y2011_Lbin37",0.0251733,NA
"CA_TWL_ARDEV_y2011_Lbin38",0.0353358,NA
"CA_TWL_ARDEV_y2012_Lbin10",-0.000403149,NA
"CA_TWL_ARDEV_y2012_Lbin11",-0.000640119,NA
"CA_TWL_ARDEV_y2012_Lbin12",-0.00200053,NA
"CA_TWL_ARDEV_y2012_Lbin13",-0.00415228,NA
"CA_TWL_ARDEV_y2012_Lbin14",-0.00806676,NA
"CA_TWL_ARDEV_y2012_Lbin15",-0.0137301,NA
"CA_TWL_ARDEV_y2012_Lbin16",-0.0199874,NA
"CA_TWL_ARDEV_y2012_Lbin17",-0.0273779,NA
"CA_TWL_ARDEV_y2012_Lbin18",-0.034763,NA
"CA_TWL_ARDEV_y2012_Lbin19",-0.0461826,NA
"CA_TWL_ARDEV_y2012_Lbin20",-0.0623512,NA
"CA_TWL_ARDEV_y2012_Lbin21",-0.0789907,NA
"CA_TWL_ARDEV_y2012_Lbin22",-0.0830633,NA
"CA_TWL_ARDEV_y2012_Lbin23",-0.0978984,NA
"CA_TWL_ARDEV_y2012_Lbin24",-0.076065,NA
"CA_TWL_ARDEV_y2012_Lbin25",-0.0906807,NA
"CA_TWL_ARDEV_y2012_Lbin26",-0.00559988,NA
"CA_TWL_ARDEV_y2012_Lbin27",-0.00502419,NA
"CA_TWL_ARDEV_y2012_Lbin28",-0.0854545,NA
"CA_TWL_ARDEV_y2012_Lbin29",-0.0807034,NA
"CA_TWL_ARDEV_y2012_Lbin30",-0.112398,NA
"CA_TWL_ARDEV_y2012_Lbin31",-0.101595,NA
"CA_TWL_ARDEV_y2012_Lbin32",-0.0160983,NA
"CA_TWL_ARDEV_y2012_Lbin33",0.000999217,NA
"CA_TWL_ARDEV_y2012_Lbin34",0.0659785,NA
"CA_TWL_ARDEV_y2012_Lbin35",0.0849335,NA
"CA_TWL_ARDEV_y2012_Lbin36",0.12773,NA
"CA_TWL_ARDEV_y2012_Lbin37",0.150819,NA
"CA_TWL_ARDEV_y2012_Lbin38",0.237227,NA
"CA_TWL_ARDEV_y2013_Lbin10",-0.00109934,NA
"CA_TWL_ARDEV_y2013_Lbin11",-0.00118236,NA
"CA_TWL_ARDEV_y2013_Lbin12",-0.0012735,NA
"CA_TWL_ARDEV_y2013_Lbin13",-0.00179786,NA
"CA_TWL_ARDEV_y2013_Lbin14",-0.00324631,NA
"CA_TWL_ARDEV_y2013_Lbin15",-0.0061505,NA
"CA_TWL_ARDEV_y2013_Lbin16",-0.0104237,NA
"CA_TWL_ARDEV_y2013_Lbin17",-0.0186931,NA
"CA_TWL_ARDEV_y2013_Lbin18",-0.0295887,NA
"CA_TWL_ARDEV_y2013_Lbin19",-0.04839,NA
"CA_TWL_ARDEV_y2013_Lbin20",-0.0609907,NA
"CA_TWL_ARDEV_y2013_Lbin21",-0.0857334,NA
"CA_TWL_ARDEV_y2013_Lbin22",-0.085225,NA
"CA_TWL_ARDEV_y2013_Lbin23",-0.103808,NA
"CA_TWL_ARDEV_y2013_Lbin24",-0.0622753,NA
"CA_TWL_ARDEV_y2013_Lbin25",-0.0697972,NA
"CA_TWL_ARDEV_y2013_Lbin26",0.0182185,NA
"CA_TWL_ARDEV_y2013_Lbin27",0.0107504,NA
"CA_TWL_ARDEV_y2013_Lbin28",-0.0748638,NA
"CA_TWL_ARDEV_y2013_Lbin29",-0.0640205,NA
"CA_TWL_ARDEV_y2013_Lbin30",0.00194985,NA
"CA_TWL_ARDEV_y2013_Lbin31",-0.00300665,NA
"CA_TWL_ARDEV_y2013_Lbin32",0.00735909,NA
"CA_TWL_ARDEV_y2013_Lbin33",0.00660858,NA
"CA_TWL_ARDEV_y2013_Lbin34",0.187077,NA
"CA_TWL_ARDEV_y2013_Lbin35",0.247905,NA
"CA_TWL_ARDEV_y2013_Lbin36",0.165325,NA
"CA_TWL_ARDEV_y2013_Lbin37",0.204104,NA
"CA_TWL_ARDEV_y2013_Lbin38",0.167983,NA
"CA_TWL_ARDEV_y2014_Lbin10",-0.00191439,NA
"CA_TWL_ARDEV_y2014_Lbin11",-0.00213462,NA
"CA_TWL_ARDEV_y2014_Lbin12",-0.00246697,NA
"CA_TWL_ARDEV_y2014_Lbin13",-0.00363408,NA
"CA_TWL_ARDEV_y2014_Lbin14",-0.00620258,NA
"CA_TWL_ARDEV_y2014_Lbin15",-0.0101837,NA
"CA_TWL_ARDEV_y2014_Lbin16",-0.0139241,NA
"CA_TWL_ARDEV_y2014_Lbin17",-0.0194685,NA
"CA_TWL_ARDEV_y2014_Lbin18",-0.0297198,NA
"CA_TWL_ARDEV_y2014_Lbin19",-0.0446752,NA
"CA_TWL_ARDEV_y2014_Lbin20",-0.0597513,NA
"CA_TWL_ARDEV_y2014_Lbin21",-0.0942978,NA
"CA_TWL_ARDEV_y2014_Lbin22",-0.0931161,NA
"CA_TWL_ARDEV_y2014_Lbin23",-0.132923,NA
"CA_TWL_ARDEV_y2014_Lbin24",-0.150054,NA
"CA_TWL_ARDEV_y2014_Lbin25",-0.178575,NA
"CA_TWL_ARDEV_y2014_Lbin26",-0.221977,NA
"CA_TWL_ARDEV_y2014_Lbin27",-0.226773,NA
"CA_TWL_ARDEV_y2014_Lbin28",-0.176696,NA
"CA_TWL_ARDEV_y2014_Lbin29",-0.150063,NA
"CA_TWL_ARDEV_y2014_Lbin30",-0.135133,NA
"CA_TWL_ARDEV_y2014_Lbin31",-0.0992293,NA
"CA_TWL_ARDEV_y2014_Lbin32",-0.0987348,NA
"CA_TWL_ARDEV_y2014_Lbin33",-0.0784736,NA
"CA_TWL_ARDEV_y2014_Lbin34",-0.0520509,NA
"CA_TWL_ARDEV_y2014_Lbin35",-0.0538542,NA
"CA_TWL_ARDEV_y2014_Lbin36",0.200417,NA
"CA_TWL_ARDEV_y2014_Lbin37",0.263227,NA
"CA_TWL_ARDEV_y2014_Lbin38",0.389235,NA
"CA_TWL_ARDEV_y2015_Lbin10",-0.000527372,NA
"CA_TWL_ARDEV_y2015_Lbin11",-0.000991846,NA
"CA_TWL_ARDEV_y2015_Lbin12",-0.00216742,NA
"CA_TWL_ARDEV_y2015_Lbin13",-0.00476297,NA
"CA_TWL_ARDEV_y2015_Lbin14",-0.00932543,NA
"CA_TWL_ARDEV_y2015_Lbin15",-0.0159191,NA
"CA_TWL_ARDEV_y2015_Lbin16",-0.0233977,NA
"CA_TWL_ARDEV_y2015_Lbin17",-0.03226,NA
"CA_TWL_ARDEV_y2015_Lbin18",-0.0445839,NA
"CA_TWL_ARDEV_y2015_Lbin19",-0.0616692,NA
"CA_TWL_ARDEV_y2015_Lbin20",-0.0735324,NA
"CA_TWL_ARDEV_y2015_Lbin21",-0.102787,NA
"CA_TWL_ARDEV_y2015_Lbin22",-0.118456,NA
"CA_TWL_ARDEV_y2015_Lbin23",-0.156223,NA
"CA_TWL_ARDEV_y2015_Lbin24",-0.0464948,NA
"CA_TWL_ARDEV_y2015_Lbin25",-0.064021,NA
"CA_TWL_ARDEV_y2015_Lbin26",-0.143924,NA
"CA_TWL_ARDEV_y2015_Lbin27",-0.163041,NA
"CA_TWL_ARDEV_y2015_Lbin28",-0.230311,NA
"CA_TWL_ARDEV_y2015_Lbin29",-0.216727,NA
"CA_TWL_ARDEV_y2015_Lbin30",-0.0600275,NA
"CA_TWL_ARDEV_y2015_Lbin31",-0.0476241,NA
"CA_TWL_ARDEV_y2015_Lbin32",-0.0781881,NA
"CA_TWL_ARDEV_y2015_Lbin33",-0.059356,NA
"CA_TWL_ARDEV_y2015_Lbin34",-0.0595622,NA
"CA_TWL_ARDEV_y2015_Lbin35",-0.0509731,NA
"CA_TWL_ARDEV_y2015_Lbin36",0.226165,NA
"CA_TWL_ARDEV_y2015_Lbin37",0.250606,NA
"CA_TWL_ARDEV_y2015_Lbin38",0.430492,NA
"CA_TWL_ARDEV_y2016_Lbin10",-0.00061303,NA
"CA_TWL_ARDEV_y2016_Lbin11",-0.000666092,NA
"CA_TWL_ARDEV_y2016_Lbin12",-0.000738315,NA
"CA_TWL_ARDEV_y2016_Lbin13",-0.00110159,NA
"CA_TWL_ARDEV_y2016_Lbin14",-0.00213849,NA
"CA_TWL_ARDEV_y2016_Lbin15",-0.00440097,NA
"CA_TWL_ARDEV_y2016_Lbin16",-0.0048796,NA
"CA_TWL_ARDEV_y2016_Lbin17",-0.00952356,NA
"CA_TWL_ARDEV_y2016_Lbin18",-0.0290119,NA
"CA_TWL_ARDEV_y2016_Lbin19",-0.0496627,NA
"CA_TWL_ARDEV_y2016_Lbin20",-0.0483685,NA
"CA_TWL_ARDEV_y2016_Lbin21",-0.0702225,NA
"CA_TWL_ARDEV_y2016_Lbin22",-0.0233474,NA
"CA_TWL_ARDEV_y2016_Lbin23",-0.0302208,NA
"CA_TWL_ARDEV_y2016_Lbin24",-0.024182,NA
"CA_TWL_ARDEV_y2016_Lbin25",-0.028466,NA
"CA_TWL_ARDEV_y2016_Lbin26",-0.112835,NA
"CA_TWL_ARDEV_y2016_Lbin27",-0.121457,NA
"CA_TWL_ARDEV_y2016_Lbin28",-0.107679,NA
"CA_TWL_ARDEV_y2016_Lbin29",-0.103593,NA
"CA_TWL_ARDEV_y2016_Lbin30",-0.0605409,NA
"CA_TWL_ARDEV_y2016_Lbin31",-0.0516563,NA
"CA_TWL_ARDEV_y2016_Lbin32",-0.062515,NA
"CA_TWL_ARDEV_y2016_Lbin33",-0.0517889,NA
"CA_TWL_ARDEV_y2016_Lbin34",-0.071508,NA
"CA_TWL_ARDEV_y2016_Lbin35",-0.0581284,NA
"CA_TWL_ARDEV_y2016_Lbin36",-0.0130462,NA
"CA_TWL_ARDEV_y2016_Lbin37",-0.0118895,NA
"CA_TWL_ARDEV_y2016_Lbin38",0.393533,NA
"CA_TWL_ARDEV_y2017_Lbin10",-0.000349924,NA
"CA_TWL_ARDEV_y2017_Lbin11",-0.000497786,NA
"CA_TWL_ARDEV_y2017_Lbin12",-0.000848379,NA
"CA_TWL_ARDEV_y2017_Lbin13",-0.00167075,NA
"CA_TWL_ARDEV_y2017_Lbin14",-0.00321636,NA
"CA_TWL_ARDEV_y2017_Lbin15",-0.00553554,NA
"CA_TWL_ARDEV_y2017_Lbin16",-0.00710041,NA
"CA_TWL_ARDEV_y2017_Lbin17",-0.0105552,NA
"CA_TWL_ARDEV_y2017_Lbin18",-0.0169484,NA
"CA_TWL_ARDEV_y2017_Lbin19",-0.0282705,NA
"CA_TWL_ARDEV_y2017_Lbin20",-0.0384132,NA
"CA_TWL_ARDEV_y2017_Lbin21",-0.0655975,NA
"CA_TWL_ARDEV_y2017_Lbin22",-0.0414561,NA
"CA_TWL_ARDEV_y2017_Lbin23",-0.0629267,NA
"CA_TWL_ARDEV_y2017_Lbin24",-0.0914947,NA
"CA_TWL_ARDEV_y2017_Lbin25",-0.11398,NA
"CA_TWL_ARDEV_y2017_Lbin26",-0.118905,NA
"CA_TWL_ARDEV_y2017_Lbin27",-0.124545,NA
"CA_TWL_ARDEV_y2017_Lbin28",-0.188105,NA
"CA_TWL_ARDEV_y2017_Lbin29",-0.175071,NA
"CA_TWL_ARDEV_y2017_Lbin30",-0.134291,NA
"CA_TWL_ARDEV_y2017_Lbin31",-0.119743,NA
"CA_TWL_ARDEV_y2017_Lbin32",-0.101765,NA
"CA_TWL_ARDEV_y2017_Lbin33",-0.0883975,NA
"CA_TWL_ARDEV_y2017_Lbin34",0.0665764,NA
"CA_TWL_ARDEV_y2017_Lbin35",0.0577922,NA
"CA_TWL_ARDEV_y2017_Lbin36",0.00377669,NA
"CA_TWL_ARDEV_y2017_Lbin37",0.00450179,NA
"CA_TWL_ARDEV_y2017_Lbin38",0.272631,NA
"CA_TWL_ARDEV_y2018_Lbin10",-0.000348562,NA
"CA_TWL_ARDEV_y2018_Lbin11",-0.000458304,NA
"CA_TWL_ARDEV_y2018_Lbin12",0.00204312,NA
"CA_TWL_ARDEV_y2018_Lbin13",0.00391975,NA
"CA_TWL_ARDEV_y2018_Lbin14",0.00141044,NA
"CA_TWL_ARDEV_y2018_Lbin15",0.00268479,NA
"CA_TWL_ARDEV_y2018_Lbin16",0.0189005,NA
"CA_TWL_ARDEV_y2018_Lbin17",0.0336434,NA
"CA_TWL_ARDEV_y2018_Lbin18",0.0391042,NA
"CA_TWL_ARDEV_y2018_Lbin19",0.0696038,NA
"CA_TWL_ARDEV_y2018_Lbin20",-0.0524369,NA
"CA_TWL_ARDEV_y2018_Lbin21",-0.082144,NA
"CA_TWL_ARDEV_y2018_Lbin22",-0.139269,NA
"CA_TWL_ARDEV_y2018_Lbin23",-0.198214,NA
"CA_TWL_ARDEV_y2018_Lbin24",-0.195705,NA
"CA_TWL_ARDEV_y2018_Lbin25",-0.258202,NA
"CA_TWL_ARDEV_y2018_Lbin26",-0.217044,NA
"CA_TWL_ARDEV_y2018_Lbin27",-0.2585,NA
"CA_TWL_ARDEV_y2018_Lbin28",-0.180348,NA
"CA_TWL_ARDEV_y2018_Lbin29",-0.176598,NA
"CA_TWL_ARDEV_y2018_Lbin30",-0.0142892,NA
"CA_TWL_ARDEV_y2018_Lbin31",-0.009972,NA
"CA_TWL_ARDEV_y2018_Lbin32",0.285318,NA
"CA_TWL_ARDEV_y2018_Lbin33",0.227997,NA
"CA_TWL_ARDEV_y2018_Lbin34",0.44987,NA
"CA_TWL_ARDEV_y2018_Lbin35",0.334851,NA
"CA_TWL_ARDEV_y2018_Lbin36",0.283023,NA
"CA_TWL_ARDEV_y2018_Lbin37",0.224666,NA
"CA_TWL_ARDEV_y2018_Lbin38",-0.0144299,NA
"CA_TWL_ARDEV_y2019_Lbin10",-0.000127342,NA
"CA_TWL_ARDEV_y2019_Lbin11",-0.00020121,NA
"CA_TWL_ARDEV_y2019_Lbin12",-0.000398764,NA
"CA_TWL_ARDEV_y2019_Lbin13",-0.000850699,NA
"CA_TWL_ARDEV_y2019_Lbin14",0.000856616,NA
"CA_TWL_ARDEV_y2019_Lbin15",0.00160047,NA
"CA_TWL_ARDEV_y2019_Lbin16",0.00220531,NA
"CA_TWL_ARDEV_y2019_Lbin17",0.00380623,NA
"CA_TWL_ARDEV_y2019_Lbin18",-0.00730827,NA
"CA_TWL_ARDEV_y2019_Lbin19",-0.0131804,NA
"CA_TWL_ARDEV_y2019_Lbin20",0.00304873,NA
"CA_TWL_ARDEV_y2019_Lbin21",0.0053506,NA
"CA_TWL_ARDEV_y2019_Lbin22",0.0486093,NA
"CA_TWL_ARDEV_y2019_Lbin23",0.077792,NA
"CA_TWL_ARDEV_y2019_Lbin24",0.0596787,NA
"CA_TWL_ARDEV_y2019_Lbin25",0.0733375,NA
"CA_TWL_ARDEV_y2019_Lbin26",-0.110471,NA
"CA_TWL_ARDEV_y2019_Lbin27",-0.147583,NA
"CA_TWL_ARDEV_y2019_Lbin28",-0.256465,NA
"CA_TWL_ARDEV_y2019_Lbin29",-0.241196,NA
"CA_TWL_ARDEV_y2019_Lbin30",0.0331769,NA
"CA_TWL_ARDEV_y2019_Lbin31",0.106946,NA
"CA_TWL_ARDEV_y2019_Lbin32",0.224849,NA
